Wavelength,Carbonate (McArthur Basin KG-92-27),Calcite (JB-JLB-549),Calcite (GR-CMP-001),Dolomite (SH-SJG-079),Muscovite (GDS114),Muscovite (GDS120),Kaolinite (KGA-1),Montmorillonite (SAZ-1),Quartz (DH-MBW-003),Quartz (GDS74 Sand Ottowa),"Kerogen (PPRG114, H:C = 0.8)",Kerogen ?,Sap (JB-JLB-B84-A),Illite (Imt-1),Biotite H2S8 (USGS)
1.9787760,0.9983924,0.9997545,0.9990152,0.9800040,0.9989334,0.9988933,0.9991380,0.9960168,0.9992853,0.9978262,0.9990620,0.9986867,0.9844994,0.9983952,0.9996574
1.9789640,0.9983939,0.9997531,0.9990104,0.9799895,0.9989347,0.9988960,0.9991387,0.9960405,0.9992861,0.9978430,0.9992453,0.9988595,0.9845275,0.9983717,0.9996712
1.9791530,0.9983955,0.9997517,0.9990054,0.9799749,0.9989361,0.9988988,0.9991412,0.9960653,0.9992870,0.9978598,0.9994826,0.9989382,0.9845556,0.9983493,0.9996837
1.9793420,0.9983970,0.9997503,0.9990006,0.9799603,0.9989374,0.9989015,0.9991436,0.9960890,0.9992877,0.9978767,0.9996650,0.9988276,0.9845815,0.9983268,0.9996973
1.9795310,0.9983985,0.9997488,0.9989957,0.9799457,0.9989388,0.9989029,0.9991461,0.9961128,0.9992886,0.9978935,0.9997511,0.9986094,0.9846085,0.9983116,0.9997019
1.9797200,0.9984010,0.9997474,0.9989908,0.9799311,0.9989402,0.9989025,0.9991486,0.9961365,0.9992893,0.9979105,0.9997856,0.9983564,0.9846344,0.9983059,0.9996997
1.9799090,0.9984036,0.9997460,0.9989860,0.9799165,0.9989415,0.9989022,0.9991510,0.9961583,0.9992901,0.9979274,0.9997246,0.9981383,0.9846613,0.9983001,0.9996964
1.9800980,0.9984061,0.9997446,0.9989810,0.9799019,0.9989429,0.9989019,0.9991535,0.9961800,0.9992924,0.9979443,0.9996547,0.9980164,0.9847003,0.9982944,0.9996931
1.9802870,0.9984107,0.9997442,0.9989793,0.9798873,0.9989455,0.9989046,0.9991578,0.9962008,0.9992961,0.9979407,0.9995380,0.9979933,0.9847382,0.9983022,0.9996864
1.9804760,0.9984142,0.9997447,0.9989806,0.9798727,0.9989494,0.9989104,0.9991676,0.9962215,0.9992996,0.9979150,0.9993724,0.9980372,0.9847772,0.9983257,0.9996752
1.9806650,0.9984198,0.9997453,0.9989819,0.9798579,0.9989530,0.9989163,0.9991756,0.9962433,0.9993033,0.9978893,0.9992064,0.9980984,0.9848108,0.9983481,0.9996640
1.9808540,0.9984243,0.9997459,0.9989831,0.9798433,0.9989569,0.9989222,0.9991836,0.9962650,0.9993070,0.9978636,0.9990899,0.9981190,0.9848378,0.9983706,0.9996528
1.9810430,0.9984299,0.9997464,0.9989843,0.9798287,0.9989584,0.9989236,0.9991878,0.9962868,0.9993105,0.9978278,0.9989760,0.9980553,0.9848637,0.9983941,0.9996495
1.9812330,0.9984355,0.9997470,0.9989856,0.9798140,0.9989573,0.9989202,0.9991885,0.9963065,0.9993142,0.9977806,0.9989604,0.9979035,0.9848907,0.9984165,0.9996551
1.9814220,0.9984400,0.9997476,0.9989868,0.9797994,0.9989562,0.9989168,0.9991891,0.9963263,0.9993178,0.9977337,0.9989457,0.9976916,0.9849166,0.9984400,0.9996597
1.9816110,0.9984446,0.9997481,0.9989881,0.9797848,0.9989552,0.9989134,0.9991880,0.9963450,0.9993215,0.9976867,0.9989309,0.9974856,0.9849392,0.9984625,0.9996643
1.9818000,0.9984481,0.9997480,0.9989885,0.9797671,0.9989530,0.9989114,0.9991923,0.9963618,0.9993251,0.9976601,0.9989667,0.9973377,0.9849607,0.9984724,0.9996497
1.9819900,0.9984486,0.9997475,0.9989883,0.9797468,0.9989494,0.9989111,0.9991985,0.9963785,0.9993287,0.9976556,0.9990010,0.9972879,0.9849834,0.9984666,0.9996146
1.9821790,0.9984481,0.9997470,0.9989879,0.9797265,0.9989460,0.9989108,0.9992047,0.9963952,0.9993324,0.9976512,0.9990522,0.9973956,0.9850060,0.9984609,0.9995798
1.9823690,0.9984466,0.9997464,0.9989877,0.9797060,0.9989425,0.9989104,0.9992108,0.9964130,0.9993361,0.9976468,0.9990342,0.9975403,0.9850352,0.9984551,0.9995447
1.9825580,0.9984451,0.9997458,0.9989874,0.9796857,0.9989367,0.9989101,0.9992170,0.9964317,0.9993397,0.9977030,0.9989692,0.9977119,0.9850644,0.9984462,0.9995256
1.9827480,0.9984436,0.9997453,0.9989871,0.9796654,0.9989283,0.9989098,0.9992232,0.9964515,0.9993433,0.9978264,0.9989038,0.9978710,0.9850936,0.9984341,0.9995222
1.9829380,0.9984431,0.9997447,0.9989868,0.9796449,0.9989198,0.9989095,0.9992294,0.9964722,0.9993470,0.9979499,0.9987386,0.9980010,0.9851239,0.9984231,0.9995198
1.9831270,0.9984456,0.9997442,0.9989866,0.9796246,0.9989114,0.9989092,0.9992372,0.9964940,0.9993506,0.9980727,0.9986210,0.9980767,0.9851542,0.9984111,0.9995165
1.9833160,0.9984482,0.9997424,0.9989842,0.9796369,0.9989065,0.9989133,0.9992416,0.9965157,0.9993543,0.9981750,0.9985011,0.9981523,0.9851845,0.9983970,0.9995132
1.9835060,0.9984527,0.9997395,0.9989799,0.9796808,0.9989055,0.9989222,0.9992459,0.9965385,0.9993579,0.9982550,0.9984358,0.9981807,0.9852147,0.9983797,0.9995097
1.9836960,0.9984563,0.9997366,0.9989755,0.9797246,0.9989044,0.9989312,0.9992503,0.9965612,0.9993615,0.9983352,0.9983710,0.9982149,0.9852450,0.9983624,0.9995063
1.9838860,0.9984598,0.9997336,0.9989712,0.9797685,0.9989034,0.9989402,0.9992546,0.9965840,0.9993652,0.9984154,0.9983544,0.9982838,0.9852764,0.9983451,0.9995039
1.9840750,0.9984623,0.9997307,0.9989668,0.9798122,0.9989105,0.9989477,0.9992572,0.9966047,0.9993688,0.9984357,0.9983882,0.9983971,0.9853067,0.9983394,0.9995006
1.9842650,0.9984649,0.9997279,0.9989625,0.9798561,0.9989263,0.9989539,0.9992579,0.9966255,0.9993725,0.9983889,0.9984238,0.9985327,0.9853381,0.9983451,0.9994971
1.9844550,0.9984674,0.9997249,0.9989582,0.9799000,0.9989424,0.9989601,0.9992585,0.9966432,0.9993762,0.9983422,0.9985310,0.9987233,0.9853695,0.9983508,0.9994936
1.9846450,0.9984709,0.9997220,0.9989539,0.9799439,0.9989584,0.9989661,0.9992590,0.9966600,0.9993798,0.9982955,0.9985679,0.9988240,0.9854009,0.9983565,0.9994902
1.9848350,0.9984755,0.9997208,0.9989481,0.9800057,0.9989721,0.9989707,0.9992580,0.9966767,0.9993835,0.9982488,0.9986522,0.9988436,0.9854323,0.9983559,0.9994867
1.9850250,0.9984810,0.9997215,0.9989408,0.9800854,0.9989834,0.9989734,0.9992586,0.9966924,0.9993870,0.9982020,0.9987380,0.9987733,0.9854647,0.9983512,0.9994832
1.9852150,0.9984866,0.9997221,0.9989337,0.9801651,0.9989946,0.9989762,0.9992590,0.9967092,0.9993907,0.9981552,0.9988221,0.9985930,0.9854961,0.9983454,0.9994809
1.9854050,0.9984922,0.9997227,0.9989264,0.9802449,0.9990054,0.9989790,0.9992598,0.9967259,0.9993944,0.9981085,0.9989387,0.9983113,0.9855286,0.9983396,0.9994774
1.9855950,0.9984967,0.9997233,0.9989193,0.9803245,0.9990053,0.9989803,0.9992643,0.9967447,0.9993980,0.9980818,0.9990201,0.9979979,0.9855611,0.9983391,0.9994885
1.9857850,0.9985003,0.9997240,0.9989120,0.9804042,0.9989921,0.9989800,0.9992775,0.9967654,0.9994017,0.9980774,0.9990531,0.9976759,0.9855936,0.9983448,0.9995166
1.9859750,0.9985038,0.9997245,0.9989049,0.9804839,0.9989789,0.9989797,0.9992892,0.9967862,0.9994054,0.9980730,0.9990381,0.9973801,0.9856239,0.9983505,0.9995447
1.9861650,0.9985063,0.9997251,0.9988976,0.9805637,0.9989655,0.9989793,0.9993028,0.9968079,0.9994090,0.9980686,0.9990231,0.9971451,0.9856498,0.9983562,0.9995727
1.9863560,0.9985089,0.9997257,0.9988889,0.9806451,0.9989594,0.9989819,0.9993146,0.9968287,0.9994127,0.9980742,0.9990079,0.9969818,0.9856769,0.9983587,0.9995938
1.9865460,0.9985114,0.9997264,0.9988787,0.9807273,0.9989606,0.9989878,0.9993280,0.9968494,0.9994164,0.9980909,0.9989513,0.9969090,0.9857028,0.9983582,0.9996061
1.9867360,0.9985149,0.9997269,0.9988685,0.9808096,0.9989619,0.9989937,0.9993399,0.9968692,0.9994200,0.9981076,0.9989360,0.9969028,0.9857287,0.9983586,0.9996184
1.9869260,0.9985195,0.9997275,0.9988584,0.9808918,0.9989633,0.9989995,0.9993516,0.9968869,0.9994236,0.9981244,0.9989194,0.9969718,0.9857558,0.9983581,0.9996307
1.9871170,0.9985240,0.9997282,0.9988482,0.9809745,0.9989647,0.9990025,0.9993615,0.9969047,0.9994273,0.9981213,0.9989044,0.9971382,0.9857817,0.9983617,0.9996360
1.9873070,0.9985296,0.9997287,0.9988379,0.9810567,0.9989661,0.9990022,0.9993660,0.9969224,0.9994309,0.9980956,0.9988407,0.9973836,0.9858088,0.9983663,0.9996326
1.9874970,0.9985362,0.9997293,0.9988278,0.9811390,0.9989675,0.9990019,0.9993703,0.9969391,0.9994346,0.9980700,0.9987661,0.9978428,0.9858347,0.9983720,0.9996279
1.9876880,0.9985437,0.9997299,0.9988176,0.9812217,0.9989689,0.9990015,0.9993747,0.9969569,0.9994382,0.9980443,0.9986041,0.9982837,0.9858672,0.9983777,0.9996243
1.9878790,0.9985513,0.9997286,0.9988088,0.9813103,0.9989690,0.9990041,0.9993809,0.9969746,0.9994419,0.9980186,0.9984881,0.9987592,0.9858997,0.9983897,0.9996060
1.9880690,0.9985599,0.9997255,0.9988016,0.9814040,0.9989680,0.9990100,0.9993889,0.9969924,0.9994456,0.9979931,0.9983730,0.9992150,0.9859322,0.9984058,0.9995710
1.9882600,0.9985685,0.9997224,0.9987942,0.9814983,0.9989669,0.9990158,0.9993969,0.9970111,0.9994492,0.9979675,0.9982568,0.9995862,0.9859636,0.9984230,0.9995358
1.9884500,0.9985781,0.9997192,0.9987870,0.9815920,0.9989659,0.9990217,0.9994049,0.9970299,0.9994529,0.9979420,0.9981892,0.9998165,0.9859929,0.9984402,0.9995008
1.9886410,0.9985877,0.9997162,0.9987796,0.9816862,0.9989660,0.9990261,0.9994093,0.9970496,0.9994566,0.9979361,0.9982363,0.9998985,0.9860221,0.9984490,0.9994802
1.9888320,0.9985973,0.9997130,0.9987722,0.9817805,0.9989674,0.9990289,0.9994080,0.9970685,0.9994602,0.9979528,0.9982744,0.9997466,0.9860513,0.9984494,0.9994766
1.9890220,0.9986059,0.9997099,0.9987649,0.9818742,0.9989688,0.9990317,0.9994050,0.9970881,0.9994639,0.9979695,0.9984077,0.9994598,0.9860795,0.9984489,0.9994731
1.9892130,0.9986145,0.9997068,0.9987576,0.9819685,0.9989701,0.9990344,0.9994038,0.9971069,0.9994676,0.9979863,0.9985428,0.9990742,0.9861043,0.9984493,0.9994694
1.9894040,0.9986230,0.9997026,0.9987485,0.9820833,0.9989728,0.9990372,0.9994046,0.9971266,0.9994712,0.9980030,0.9986769,0.9986829,0.9861303,0.9984519,0.9994658
1.9895950,0.9986296,0.9996972,0.9987374,0.9822195,0.9989765,0.9990400,0.9994089,0.9971444,0.9994749,0.9980198,0.9988109,0.9983350,0.9861552,0.9984565,0.9994632
1.9897860,0.9986362,0.9996919,0.9987263,0.9823557,0.9989804,0.9990428,0.9994133,0.9971631,0.9994786,0.9980366,0.9989301,0.9980882,0.9861801,0.9984622,0.9994596
1.9899770,0.9986417,0.9996865,0.9987152,0.9824920,0.9989842,0.9990455,0.9994177,0.9971799,0.9994822,0.9980534,0.9990154,0.9979886,0.9862071,0.9984678,0.9994559
1.9901670,0.9986463,0.9996811,0.9987043,0.9826275,0.9989880,0.9990483,0.9994201,0.9971966,0.9994763,0.9980898,0.9990986,0.9980198,0.9862331,0.9984767,0.9994705
1.9903580,0.9986498,0.9996758,0.9986932,0.9827637,0.9989918,0.9990511,0.9994208,0.9972123,0.9994691,0.9981486,0.9991823,0.9981655,0.9862590,0.9984876,0.9995051
1.9905490,0.9986534,0.9996705,0.9986821,0.9828999,0.9989956,0.9990539,0.9994215,0.9972281,0.9994619,0.9982075,0.9992658,0.9983746,0.9862861,0.9984995,0.9995408
1.9907410,0.9986559,0.9996650,0.9986710,0.9830369,0.9989995,0.9990566,0.9994222,0.9972418,0.9994545,0.9982667,0.9993290,0.9986750,0.9863143,0.9985104,0.9995763
1.9909320,0.9986584,0.9996603,0.9986575,0.9831698,0.9989953,0.9990608,0.9994247,0.9972565,0.9994473,0.9983155,0.9994098,0.9988465,0.9863413,0.9985056,0.9996008
1.9911230,0.9986609,0.9996564,0.9986414,0.9832991,0.9989819,0.9990667,0.9994290,0.9972703,0.9994400,0.9983533,0.9994452,0.9989141,0.9863695,0.9984831,0.9996129
1.9913140,0.9986645,0.9996525,0.9986254,0.9834284,0.9989687,0.9990726,0.9994334,0.9972850,0.9994327,0.9983909,0.9995287,0.9988491,0.9863977,0.9984595,0.9996239
1.9915050,0.9986690,0.9996485,0.9986093,0.9835576,0.9989555,0.9990784,0.9994377,0.9972997,0.9994255,0.9984285,0.9995630,0.9986430,0.9864225,0.9984370,0.9996360
1.9916960,0.9986746,0.9996445,0.9985932,0.9836869,0.9989468,0.9990800,0.9994421,0.9973145,0.9994183,0.9984368,0.9995959,0.9983389,0.9864474,0.9984249,0.9996368
1.9918870,0.9986811,0.9996405,0.9985772,0.9838163,0.9989433,0.9990766,0.9994483,0.9973302,0.9994109,0.9984114,0.9996516,0.9979370,0.9864723,0.9984243,0.9996253
1.9920790,0.9986887,0.9996366,0.9985610,0.9839463,0.9989397,0.9990731,0.9994545,0.9973459,0.9994037,0.9983858,0.9996828,0.9976035,0.9864983,0.9984247,0.9996135
1.9922700,0.9986963,0.9996327,0.9985449,0.9840757,0.9989363,0.9990697,0.9994608,0.9973617,0.9993964,0.9983604,0.9996674,0.9973516,0.9865319,0.9984241,0.9996020
1.9924620,0.9987029,0.9996287,0.9985345,0.9842137,0.9989374,0.9990706,0.9994651,0.9973794,0.9993891,0.9983251,0.9997003,0.9972343,0.9865677,0.9984235,0.9995869
1.9926530,0.9987104,0.9996247,0.9985304,0.9843600,0.9989436,0.9990765,0.9994676,0.9973962,0.9993818,0.9982786,0.9997336,0.9972531,0.9866035,0.9984240,0.9995675
1.9928450,0.9987160,0.9996207,0.9985263,0.9845071,0.9989498,0.9990824,0.9994702,0.9974149,0.9993746,0.9982318,0.9997825,0.9974496,0.9866383,0.9984233,0.9995479
1.9930360,0.9987216,0.9996167,0.9985221,0.9846534,0.9989561,0.9990882,0.9994727,0.9974327,0.9993673,0.9981853,0.9997671,0.9976354,0.9866719,0.9984238,0.9995285
1.9932270,0.9987261,0.9996127,0.9985179,0.9847997,0.9989634,0.9990927,0.9994770,0.9974514,0.9993600,0.9981678,0.9997505,0.9978210,0.9867044,0.9984336,0.9995158
1.9934190,0.9987317,0.9996087,0.9985137,0.9849467,0.9989722,0.9990954,0.9994814,0.9974682,0.9993528,0.9981844,0.9996847,0.9979569,0.9867380,0.9984570,0.9995120
1.9936110,0.9987372,0.9996047,0.9985096,0.9850938,0.9989808,0.9990982,0.9994858,0.9974849,0.9993454,0.9982010,0.9996669,0.9980353,0.9867706,0.9984794,0.9995070
1.9938030,0.9987428,0.9996008,0.9985055,0.9852408,0.9989896,0.9991010,0.9994902,0.9974997,0.9993381,0.9982177,0.9996512,0.9980618,0.9868064,0.9985017,0.9995032
1.9939940,0.9987493,0.9995972,0.9985003,0.9853969,0.9989983,0.9991052,0.9994926,0.9975144,0.9993309,0.9982342,0.9996459,0.9980949,0.9868422,0.9985241,0.9994961
1.9941860,0.9987569,0.9995939,0.9984941,0.9855640,0.9990072,0.9991111,0.9994916,0.9975271,0.9993235,0.9982509,0.9996333,0.9981012,0.9868769,0.9985475,0.9994833
1.9943780,0.9987645,0.9995907,0.9984878,0.9857310,0.9990158,0.9991169,0.9994922,0.9975399,0.9993163,0.9982675,0.9997166,0.9981507,0.9869117,0.9985699,0.9994716
1.9945690,0.9987731,0.9995876,0.9984816,0.9858973,0.9990246,0.9991228,0.9994930,0.9975536,0.9993090,0.9982841,0.9997993,0.9982326,0.9869431,0.9985923,0.9994601
1.9947610,0.9987816,0.9995843,0.9984753,0.9860644,0.9990266,0.9991287,0.9994955,0.9975673,0.9993017,0.9982911,0.9998339,0.9983338,0.9869746,0.9986042,0.9994483
1.9949530,0.9987912,0.9995811,0.9984690,0.9862315,0.9990206,0.9991345,0.9995018,0.9975831,0.9992944,0.9982866,0.9999136,0.9984264,0.9870071,0.9986036,0.9994366
1.9951450,0.9988008,0.9995779,0.9984628,0.9863987,0.9990146,0.9991404,0.9995080,0.9975978,0.9992871,0.9982821,0.9999690,0.9984959,0.9870386,0.9986040,0.9994249
1.9953370,0.9988104,0.9995747,0.9984565,0.9865657,0.9990086,0.9991463,0.9995159,0.9976145,0.9992798,0.9982777,0.9999533,0.9984304,0.9870690,0.9986034,0.9994121
1.9955280,0.9988190,0.9995724,0.9984489,0.9867343,0.9989993,0.9991507,0.9995167,0.9976303,0.9992726,0.9982828,0.9999360,0.9982652,0.9870993,0.9986007,0.9994152
1.9957210,0.9988276,0.9995708,0.9984402,0.9869066,0.9989861,0.9991535,0.9995137,0.9976470,0.9992652,0.9982995,0.9999203,0.9979979,0.9871297,0.9985948,0.9994348
1.9959130,0.9988342,0.9995693,0.9984314,0.9870781,0.9989728,0.9991562,0.9995088,0.9976628,0.9992579,0.9983159,0.9998566,0.9976597,0.9871601,0.9985889,0.9994534
1.9961050,0.9988387,0.9995679,0.9984226,0.9872496,0.9989598,0.9991590,0.9995056,0.9976795,0.9992506,0.9983325,0.9999018,0.9972699,0.9871861,0.9985831,0.9994732
1.9962970,0.9988443,0.9995664,0.9984138,0.9874211,0.9989544,0.9991618,0.9995029,0.9976953,0.9992434,0.9983393,0.9999348,0.9969635,0.9872132,0.9985825,0.9994851
1.9964890,0.9988488,0.9995649,0.9984051,0.9875926,0.9989580,0.9991645,0.9995017,0.9977110,0.9992360,0.9983349,0.9999677,0.9967491,0.9872392,0.9985881,0.9994880
1.9966810,0.9988544,0.9995633,0.9983962,0.9877641,0.9989618,0.9991673,0.9994987,0.9977267,0.9992287,0.9983304,1.0000000,0.9966581,0.9872652,0.9985938,0.9994920
1.9968730,0.9988609,0.9995619,0.9983875,0.9879356,0.9989657,0.9991701,0.9994974,0.9977425,0.9992215,0.9983259,0.9999876,0.9966905,0.9872978,0.9985984,0.9994949
1.9970660,0.9988685,0.9995608,0.9983824,0.9880994,0.9989697,0.9991743,0.9994946,0.9977572,0.9992141,0.9983118,0.9999738,0.9968339,0.9873303,0.9985967,0.9994920
1.9972580,0.9988761,0.9995600,0.9983809,0.9882534,0.9989734,0.9991801,0.9994916,0.9977720,0.9992068,0.9982864,0.9998589,0.9971187,0.9873629,0.9985856,0.9994803
1.9974510,0.9988846,0.9995594,0.9983796,0.9884084,0.9989772,0.9991860,0.9994866,0.9977867,0.9991995,0.9982608,0.9997421,0.9973538,0.9873955,0.9985734,0.9994673
1.9976430,0.9988922,0.9995586,0.9983782,0.9885625,0.9989811,0.9991919,0.9994835,0.9978015,0.9991921,0.9982354,0.9995801,0.9975553,0.9874302,0.9985624,0.9994556
1.9978350,0.9988988,0.9995579,0.9983769,0.9887166,0.9989848,0.9991976,0.9994808,0.9978172,0.9991849,0.9982195,0.9994176,0.9976878,0.9874650,0.9985503,0.9994540
1.9980280,0.9989043,0.9995572,0.9983755,0.9888715,0.9989888,0.9992036,0.9994796,0.9978329,0.9991776,0.9982150,0.9993029,0.9977565,0.9874986,0.9985392,0.9994657
1.9982200,0.9989089,0.9995565,0.9983742,0.9890256,0.9989926,0.9992094,0.9994783,0.9978487,0.9991702,0.9982105,0.9992401,0.9977887,0.9875334,0.9985281,0.9994765
1.9984130,0.9989144,0.9995558,0.9983728,0.9891805,0.9989963,0.9992153,0.9994753,0.9978654,0.9991629,0.9982060,0.9992277,0.9977398,0.9875682,0.9985160,0.9994882
1.9986050,0.9989210,0.9995555,0.9983727,0.9893283,0.9989957,0.9992226,0.9994778,0.9978812,0.9991556,0.9981919,0.9992622,0.9976689,0.9876018,0.9985101,0.9994956
1.9987980,0.9989276,0.9995558,0.9983736,0.9894702,0.9989898,0.9992315,0.9994822,0.9978969,0.9991482,0.9981663,0.9992966,0.9976029,0.9876366,0.9985095,0.9994983
1.9989910,0.9989371,0.9995562,0.9983747,0.9896123,0.9989839,0.9992405,0.9994866,0.9979127,0.9991409,0.9981407,0.9993327,0.9975569,0.9876713,0.9985088,0.9995022
1.9991830,0.9989467,0.9995565,0.9983757,0.9897536,0.9989781,0.9992494,0.9994910,0.9979284,0.9991336,0.9981152,0.9993676,0.9975290,0.9877006,0.9985092,0.9995051
1.9993760,0.9989553,0.9995568,0.9983766,0.9898955,0.9989767,0.9992542,0.9994918,0.9979452,0.9991262,0.9981184,0.9993080,0.9975546,0.9877299,0.9985086,0.9995089
1.9995690,0.9989639,0.9995572,0.9983777,0.9900376,0.9989804,0.9992538,0.9994906,0.9979619,0.9991189,0.9981560,0.9991913,0.9975774,0.9877604,0.9985090,0.9995116
1.9997610,0.9989705,0.9995575,0.9983787,0.9901789,0.9989842,0.9992535,0.9994876,0.9979787,0.9991116,0.9981935,0.9990295,0.9976268,0.9877896,0.9985083,0.9995146
1.9999540,0.9989740,0.9995578,0.9983797,0.9903208,0.9989881,0.9992532,0.9994863,0.9979954,0.9991043,0.9982312,0.9988668,0.9977011,0.9878179,0.9985087,0.9995184
2.0001470,0.9989745,0.9995594,0.9983855,0.9904450,0.9989953,0.9992529,0.9994927,0.9980122,0.9991039,0.9982689,0.9986085,0.9978068,0.9878472,0.9985102,0.9995110
2.0003400,0.9989740,0.9995622,0.9983961,0.9905513,0.9990064,0.9992525,0.9995063,0.9980269,0.9991058,0.9983065,0.9984375,0.9979526,0.9878765,0.9985158,0.9994913
2.0005330,0.9989715,0.9995649,0.9984067,0.9906576,0.9990176,0.9992522,0.9995219,0.9980416,0.9991076,0.9983441,0.9982576,0.9981784,0.9879058,0.9985214,0.9994704
2.0007260,0.9989700,0.9995677,0.9984173,0.9907640,0.9990287,0.9992519,0.9995353,0.9980554,0.9991095,0.9983816,0.9981497,0.9983497,0.9879384,0.9985270,0.9994506
2.0009190,0.9989694,0.9995706,0.9984279,0.9908702,0.9990400,0.9992516,0.9995455,0.9980681,0.9991114,0.9983904,0.9981841,0.9985096,0.9879699,0.9985243,0.9994522
2.0011120,0.9989720,0.9995733,0.9984385,0.9909765,0.9990510,0.9992512,0.9995499,0.9980809,0.9991132,0.9983649,0.9982678,0.9986238,0.9880014,0.9985132,0.9994785
2.0013050,0.9989775,0.9995761,0.9984491,0.9910829,0.9990622,0.9992509,0.9995543,0.9980926,0.9991151,0.9983395,0.9983987,0.9986978,0.9880329,0.9985021,0.9995048
2.0014980,0.9989841,0.9995790,0.9984597,0.9911892,0.9990734,0.9992506,0.9995587,0.9981033,0.9991170,0.9983141,0.9986288,0.9987347,0.9880655,0.9984899,0.9995312
2.0016910,0.9989927,0.9995815,0.9984713,0.9912906,0.9990823,0.9992517,0.9995612,0.9981140,0.9991188,0.9982886,0.9988103,0.9986686,0.9880970,0.9984882,0.9995429
2.0018850,0.9990022,0.9995837,0.9984839,0.9913870,0.9990887,0.9992545,0.9995619,0.9981238,0.9991207,0.9982629,0.9989916,0.9985361,0.9881285,0.9985001,0.9995387
2.0020780,0.9990098,0.9995860,0.9984965,0.9914829,0.9990950,0.9992572,0.9995627,0.9981345,0.9991226,0.9982374,0.9990761,0.9983415,0.9881600,0.9985109,0.9995335
2.0022710,0.9990174,0.9995882,0.9985091,0.9915788,0.9991012,0.9992600,0.9995634,0.9981452,0.9991244,0.9982119,0.9991585,0.9981185,0.9881937,0.9985217,0.9995295
2.0024640,0.9990240,0.9995904,0.9985217,0.9916746,0.9991042,0.9992656,0.9995659,0.9981570,0.9991263,0.9981957,0.9991505,0.9978870,0.9882285,0.9985430,0.9995277
2.0026580,0.9990295,0.9995927,0.9985345,0.9917711,0.9991032,0.9992745,0.9995722,0.9981697,0.9991282,0.9981912,0.9991376,0.9976347,0.9882622,0.9985768,0.9995302
2.0028510,0.9990351,0.9995949,0.9985471,0.9918670,0.9991022,0.9992835,0.9995785,0.9981834,0.9991300,0.9981867,0.9990251,0.9974204,0.9882970,0.9986106,0.9995341
2.0030450,0.9990406,0.9995971,0.9985597,0.9919634,0.9991010,0.9992924,0.9995849,0.9981982,0.9991319,0.9981822,0.9989105,0.9972368,0.9883340,0.9986444,0.9995366
2.0032380,0.9990472,0.9996002,0.9985759,0.9920593,0.9991001,0.9992986,0.9995929,0.9982129,0.9991339,0.9981872,0.9987980,0.9970883,0.9883709,0.9986677,0.9995393
2.0034310,0.9990557,0.9996041,0.9985954,0.9921552,0.9990991,0.9993013,0.9996010,0.9982287,0.9991356,0.9982038,0.9986841,0.9969656,0.9884079,0.9986786,0.9995421
2.0036250,0.9990643,0.9996080,0.9986152,0.9922517,0.9990980,0.9993041,0.9996090,0.9982434,0.9991376,0.9982204,0.9986206,0.9968677,0.9884438,0.9986894,0.9995457
2.0038190,0.9990739,0.9996120,0.9986348,0.9923481,0.9990970,0.9993069,0.9996191,0.9982572,0.9991395,0.9982370,0.9986095,0.9967813,0.9884688,0.9987012,0.9995482
2.0040120,0.9990815,0.9996159,0.9986543,0.9924440,0.9990993,0.9993110,0.9996253,0.9982699,0.9991413,0.9982723,0.9986426,0.9967186,0.9884937,0.9987068,0.9995554
2.0042060,0.9990890,0.9996198,0.9986740,0.9925405,0.9991056,0.9993169,0.9996298,0.9982826,0.9991432,0.9983308,0.9986266,0.9966950,0.9885198,0.9987061,0.9995658
2.0043990,0.9990936,0.9996238,0.9986936,0.9926365,0.9991118,0.9993227,0.9996342,0.9982944,0.9991451,0.9983890,0.9986124,0.9967321,0.9885448,0.9987065,0.9995764
2.0045930,0.9990971,0.9996277,0.9987133,0.9927329,0.9991179,0.9993286,0.9996386,0.9983061,0.9991470,0.9984475,0.9985965,0.9968339,0.9885708,0.9987058,0.9995868
2.0047870,0.9990976,0.9996322,0.9987327,0.9928149,0.9991199,0.9993373,0.9996430,0.9983168,0.9991488,0.9984683,0.9985367,0.9970640,0.9885980,0.9987083,0.9995972
2.0049810,0.9990971,0.9996373,0.9987519,0.9928824,0.9991165,0.9993493,0.9996493,0.9983276,0.9991507,0.9984429,0.9984723,0.9972570,0.9886241,0.9987139,0.9996076
2.0051750,0.9990976,0.9996423,0.9987711,0.9929499,0.9991131,0.9993614,0.9996556,0.9983383,0.9991526,0.9984175,0.9984080,0.9974442,0.9886502,0.9987194,0.9996180
2.0053680,0.9990981,0.9996473,0.9987902,0.9930169,0.9991097,0.9993733,0.9996619,0.9983480,0.9991544,0.9983921,0.9983440,0.9975837,0.9886860,0.9987240,0.9996274
2.0055620,0.9991016,0.9996524,0.9988094,0.9930844,0.9991073,0.9993812,0.9996719,0.9983588,0.9991563,0.9983387,0.9983280,0.9976739,0.9887230,0.9987296,0.9996445
2.0057560,0.9991092,0.9996575,0.9988286,0.9931519,0.9991063,0.9993840,0.9996853,0.9983695,0.9991582,0.9982501,0.9983843,0.9977185,0.9887600,0.9987352,0.9996706
2.0059510,0.9991188,0.9996625,0.9988478,0.9932198,0.9991051,0.9993869,0.9996974,0.9983812,0.9991601,0.9981610,0.9984668,0.9976712,0.9887959,0.9987407,0.9996965
