Wavelength,Carbonate (McArthur Basin KG-92-27),Calcite (JB-JLB-549),Calcite (GR-CMP-001),Dolomite (SH-SJG-079),Muscovite (GDS114),Muscovite (GDS120),Kaolinite (KGA-1),Montmorillonite (SAZ-1),Quartz (DH-MBW-003),Quartz (GDS74 Sand Ottowa),"Kerogen (PPRG114, H:C = 0.8)",Kerogen ?,Sap (JB-JLB-B84-A),Illite (Imt-1),Biotite H2S8 (USGS)
2.8542070,0.8438249,0.9965205,0.9608006,0.6978883,0.8158588,0.6554041,0.6232763,0.4292721,0.9922824,0.8270963,0.9295060,0.8600714,0.4361174,0.7114034,0.9125250
2.8546000,0.8438764,0.9965196,0.9607563,0.6975513,0.8158800,0.6553479,0.6236967,0.4300741,0.9922988,0.8264993,0.9292684,0.8596993,0.4362017,0.7119777,0.9130261
2.8549940,0.8439261,0.9965176,0.9607377,0.6976620,0.8158804,0.6553401,0.6241421,0.4308669,0.9923152,0.8260648,0.9290296,0.8593233,0.4362860,0.7124530,0.9135842
2.8553860,0.8439767,0.9965151,0.9607281,0.6979239,0.8158725,0.6553513,0.6245971,0.4316482,0.9923315,0.8256964,0.9287806,0.8588316,0.4363691,0.7128868,0.9141617
2.8557790,0.8440304,0.9965126,0.9607183,0.6981864,0.8158645,0.6553624,0.6250642,0.4324262,0.9923338,0.8253269,0.9285057,0.8584140,0.4363673,0.7133196,0.9147402
2.8561730,0.8440891,0.9965101,0.9607086,0.6984496,0.8158564,0.6553736,0.6255076,0.4332049,0.9923354,0.8249567,0.9282674,0.8579944,0.4363621,0.7137547,0.9153209
2.8565660,0.8441528,0.9965076,0.9606989,0.6987123,0.8158279,0.6552867,0.6259154,0.4339835,0.9923371,0.8246983,0.9280284,0.8575731,0.4363581,0.7141865,0.9158478
2.8569590,0.8442197,0.9965051,0.9606892,0.6989748,0.8157913,0.6551617,0.6263089,0.4347669,0.9923387,0.8244832,0.9277519,0.8571081,0.4363529,0.7146182,0.9163554
2.8573530,0.8442875,0.9965026,0.9606795,0.6992383,0.8157545,0.6550364,0.6267031,0.4355571,0.9923313,0.8242674,0.9274739,0.8566848,0.4363030,0.7150512,0.9168651
2.8577470,0.8443533,0.9965000,0.9606698,0.6995017,0.8157177,0.6549110,0.6271105,0.4363486,0.9923229,0.8240516,0.9270943,0.8561913,0.4362486,0.7154820,0.9173737
2.8581400,0.8444099,0.9964959,0.9606513,0.6997031,0.8157227,0.6547866,0.6275268,0.4371375,0.9923145,0.8236670,0.9267752,0.8558215,0.4361942,0.7159781,0.9177963
2.8585350,0.8444566,0.9964911,0.9606297,0.6998838,0.8157440,0.6546618,0.6279449,0.4379241,0.9923060,0.8232142,0.9264157,0.8554914,0.4361388,0.7165004,0.9181866
2.8589290,0.8444920,0.9964863,0.9606080,0.7000639,0.8157652,0.6545372,0.6283745,0.4386973,0.9923000,0.8227624,0.9260595,0.8551177,0.4361604,0.7170216,0.9185758
2.8593230,0.8445152,0.9964815,0.9605865,0.7002442,0.8157860,0.6544126,0.6287914,0.4394541,0.9922946,0.8223107,0.9256634,0.8547897,0.4361978,0.7175407,0.9189661
2.8597170,0.8445294,0.9964768,0.9605648,0.7004245,0.8157555,0.6543365,0.6293136,0.4401893,0.9922891,0.8217999,0.9253031,0.8544618,0.4362340,0.7179618,0.9193597
2.8601110,0.8445374,0.9964720,0.9605433,0.7006047,0.8157044,0.6542795,0.6298719,0.4409021,0.9922835,0.8212660,0.9248699,0.8540275,0.4362702,0.7183437,0.9197554
2.8605050,0.8445434,0.9964673,0.9605216,0.7007851,0.8156532,0.6542225,0.6304160,0.4415913,0.9922737,0.8207320,0.9245132,0.8536996,0.4362952,0.7187256,0.9201511
2.8609000,0.8445505,0.9964625,0.9605000,0.7009657,0.8156017,0.6541653,0.6309741,0.4422639,0.9922639,0.8201967,0.9241928,0.8533241,0.4363202,0.7191065,0.9205478
2.8612950,0.8445616,0.9964588,0.9604657,0.7010270,0.8155400,0.6540596,0.6314715,0.4429277,0.9922542,0.8196580,0.9238723,0.8529487,0.4363453,0.7194558,0.9209338
2.8616900,0.8445788,0.9964554,0.9604271,0.7010476,0.8154745,0.6539347,0.6319570,0.4435967,0.9922444,0.8191181,0.9235541,0.8525752,0.4363692,0.7197910,0.9213166
2.8620850,0.8446020,0.9964521,0.9603885,0.7010682,0.8154088,0.6538098,0.6324182,0.4442799,0.9922227,0.8185781,0.9231676,0.8520821,0.4363842,0.7201252,0.9216983
2.8624790,0.8446303,0.9964488,0.9603499,0.7010887,0.8153433,0.6536851,0.6328892,0.4449815,0.9922007,0.8180396,0.9228453,0.8517126,0.4363991,0.7204592,0.9220800
2.8628740,0.8446607,0.9964454,0.9603113,0.7011093,0.8152466,0.6535597,0.6333251,0.4457018,0.9921787,0.8175539,0.9224857,0.8513849,0.4364141,0.7206638,0.9224381
2.8632690,0.8446900,0.9964421,0.9602727,0.7011299,0.8151374,0.6534340,0.6337270,0.4464281,0.9921568,0.8170899,0.9220854,0.8510078,0.4364291,0.7208171,0.9227864
2.8636650,0.8447143,0.9964388,0.9602339,0.7011506,0.8150278,0.6533080,0.6341627,0.4471458,0.9921316,0.8166248,0.9217221,0.8506800,0.4364530,0.7209705,0.9231359
2.8640600,0.8447305,0.9964354,0.9601952,0.7011712,0.8149185,0.6531825,0.6345637,0.4478360,0.9921063,0.8161609,0.9213636,0.8503524,0.4364781,0.7211239,0.9234853
2.8644560,0.8447355,0.9964334,0.9601501,0.7012127,0.8148613,0.6530808,0.6350114,0.4484901,0.9920808,0.8156940,0.9209262,0.8499639,0.4365031,0.7212762,0.9237756
2.8648520,0.8447294,0.9964318,0.9601027,0.7012612,0.8148245,0.6529890,0.6354465,0.4491075,0.9920554,0.8152264,0.9205661,0.8496324,0.4365282,0.7214296,0.9240422
2.8652470,0.8447141,0.9964301,0.9600554,0.7013096,0.8147880,0.6528975,0.6358922,0.4496970,0.9920203,0.8147600,0.9202450,0.8492574,0.4365353,0.7215819,0.9243088
2.8656430,0.8446948,0.9964285,0.9600080,0.7013582,0.8147513,0.6528057,0.6363257,0.4502756,0.9919840,0.8142924,0.9199240,0.8488348,0.4365403,0.7217354,0.9245754
2.8660390,0.8446735,0.9964268,0.9599606,0.7014067,0.8147040,0.6527145,0.6367024,0.4508582,0.9919476,0.8137052,0.9196014,0.8484142,0.4365452,0.7218561,0.9248689
2.8664350,0.8446542,0.9964251,0.9599133,0.7014553,0.8146525,0.6526235,0.6370331,0.4514527,0.9919112,0.8130698,0.9192116,0.8478608,0.4365490,0.7219628,0.9251732
2.8668310,0.8446400,0.9964235,0.9598659,0.7015038,0.8146010,0.6525325,0.6373480,0.4520634,0.9918668,0.8124343,0.9188881,0.8473909,0.4365438,0.7220705,0.9254774
2.8672270,0.8446308,0.9964219,0.9598185,0.7015524,0.8145494,0.6524416,0.6376779,0.4526807,0.9918207,0.8117988,0.9185237,0.8469230,0.4365387,0.7221782,0.9257817
2.8676240,0.8446267,0.9964212,0.9597640,0.7014990,0.8145185,0.6523013,0.6379930,0.4532999,0.9917745,0.8112164,0.9181210,0.8464513,0.4365336,0.7223175,0.9260773
2.8680210,0.8446267,0.9964209,0.9597069,0.7014098,0.8144961,0.6521410,0.6383001,0.4539031,0.9917283,0.8106564,0.9177168,0.8460745,0.4365329,0.7224710,0.9263698
2.8684170,0.8446277,0.9964205,0.9596501,0.7013210,0.8144739,0.6519811,0.6386064,0.4544868,0.9916797,0.8100978,0.9172758,0.8456542,0.4365971,0.7226234,0.9266611
2.8688140,0.8446296,0.9964202,0.9595931,0.7012318,0.8144516,0.6518209,0.6388986,0.4550525,0.9916303,0.8095377,0.9167359,0.8452053,0.4366625,0.7227737,0.9269536
2.8692110,0.8446286,0.9964199,0.9595361,0.7011427,0.8144293,0.6516846,0.6393198,0.4556047,0.9915808,0.8090339,0.9162524,0.8448306,0.4367278,0.7227682,0.9272094
2.8696080,0.8446225,0.9964196,0.9594791,0.7010535,0.8144068,0.6515581,0.6397862,0.4561518,0.9915319,0.8085530,0.9158071,0.8444520,0.4367932,0.7226962,0.9274513
2.8700050,0.8446083,0.9964193,0.9594220,0.7009643,0.8143846,0.6514315,0.6402634,0.4567008,0.9915102,0.8080720,0.9153614,0.8440280,0.4368977,0.7226231,0.9276932
2.8704020,0.8445839,0.9964189,0.9593651,0.7008752,0.8143622,0.6513050,0.6407061,0.4572535,0.9914884,0.8075911,0.9149159,0.8436040,0.4370033,0.7225499,0.9279350
2.8707990,0.8445455,0.9964205,0.9593313,0.7006173,0.8143191,0.6511788,0.6411938,0.4578092,0.9914668,0.8072865,0.9145070,0.8431820,0.4371078,0.7224125,0.9281747
2.8711970,0.8444957,0.9964228,0.9593063,0.7002958,0.8142673,0.6510525,0.6416820,0.4583642,0.9914450,0.8070534,0.9140139,0.8426271,0.4372134,0.7222501,0.9284155
2.8715940,0.8444338,0.9964252,0.9592813,0.6999748,0.8142158,0.6509264,0.6421804,0.4589085,0.9914561,0.8068208,0.9135693,0.8421539,0.4372888,0.7220865,0.9286553
2.8719920,0.8443649,0.9964274,0.9592563,0.6996532,0.8141641,0.6508001,0.6426667,0.4594378,0.9914674,0.8065877,0.9131607,0.8416371,0.4373632,0.7219230,0.9288950
2.8723900,0.8442939,0.9964297,0.9592312,0.6993313,0.8141331,0.6506487,0.6430394,0.4599486,0.9914787,0.8063538,0.9127139,0.8411639,0.4374386,0.7218227,0.9291680
2.8727870,0.8442250,0.9964320,0.9592062,0.6990104,0.8141108,0.6504875,0.6434107,0.4604389,0.9914900,0.8061202,0.9122669,0.8406948,0.4375140,0.7217495,0.9294540
2.8731850,0.8441611,0.9964344,0.9591812,0.6986885,0.8140885,0.6503258,0.6437601,0.4609158,0.9915167,0.8058860,0.9117252,0.8401914,0.4376174,0.7216765,0.9297400
2.8735830,0.8441053,0.9964366,0.9591561,0.6983667,0.8140658,0.6501643,0.6441173,0.4613847,0.9915438,0.8056520,0.9112745,0.8398132,0.4377231,0.7216034,0.9300260
2.8739820,0.8440546,0.9964370,0.9591383,0.6980907,0.8140125,0.6500273,0.6444440,0.4618566,0.9915710,0.8053567,0.9107843,0.8394349,0.4378276,0.7214987,0.9302517
2.8743800,0.8440080,0.9964367,0.9591232,0.6978327,0.8139464,0.6499009,0.6447696,0.4623383,0.9915982,0.8050375,0.9103342,0.8391536,0.4379333,0.7213798,0.9304505
2.8747780,0.8439603,0.9964365,0.9591081,0.6975746,0.8138803,0.6497744,0.6450950,0.4628381,0.9916214,0.8047183,0.9098440,0.8388230,0.4381139,0.7212609,0.9306483
2.8751770,0.8439086,0.9964362,0.9590930,0.6973158,0.8138138,0.6496478,0.6454208,0.4633585,0.9916444,0.8043983,0.9094299,0.8385359,0.4383001,0.7211421,0.9308482
2.8755750,0.8438498,0.9964359,0.9590779,0.6970576,0.8137373,0.6495209,0.6456784,0.4638966,0.9916674,0.8043779,0.9088935,0.8381996,0.4384852,0.7210886,0.9310256
2.8759740,0.8437788,0.9964356,0.9590627,0.6967988,0.8136565,0.6493936,0.6459419,0.4644451,0.9916904,0.8044808,0.9084830,0.8378671,0.4386703,0.7210602,0.9311954
2.8763730,0.8436967,0.9964353,0.9590477,0.6965399,0.8135754,0.6492662,0.6461766,0.4649945,0.9917102,0.8045836,0.9080724,0.8374891,0.4388185,0.7210318,0.9313652
2.8767720,0.8436034,0.9964351,0.9590325,0.6962808,0.8134944,0.6491389,0.6464113,0.4655345,0.9917298,0.8046864,0.9076608,0.8370637,0.4389634,0.7210045,0.9315350
2.8771710,0.8435021,0.9964308,0.9589774,0.6961321,0.8134341,0.6490117,0.6466682,0.4660591,0.9917493,0.8044899,0.9072489,0.8365929,0.4391093,0.7210720,0.9317177
2.8775700,0.8433977,0.9964249,0.9589073,0.6960242,0.8133825,0.6488847,0.6469025,0.4665716,0.9917689,0.8041691,0.9067570,0.8360255,0.4392542,0.7211810,0.9319047
2.8779700,0.8432943,0.9964191,0.9588371,0.6959160,0.8133306,0.6487574,0.6471599,0.4670800,0.9917745,0.8038476,0.9063826,0.8355092,0.4393353,0.7212889,0.9320928
2.8783690,0.8431970,0.9964132,0.9587671,0.6958082,0.8132790,0.6486304,0.6473939,0.4675922,0.9917789,0.8035269,0.9059716,0.8350367,0.4394096,0.7213979,0.9322809
2.8787680,0.8431057,0.9964074,0.9586971,0.6957002,0.8132167,0.6485033,0.6477402,0.4681203,0.9917833,0.8032055,0.9055582,0.8345623,0.4394851,0.7214099,0.9324345
2.8791680,0.8430216,0.9964015,0.9586268,0.6955920,0.8131500,0.6483757,0.6481098,0.4686681,0.9917878,0.8028829,0.9051854,0.8341353,0.4395606,0.7213815,0.9325742
2.8795670,0.8429405,0.9963957,0.9585569,0.6954840,0.8130833,0.6482486,0.6484781,0.4692295,0.9917878,0.8025612,0.9048140,0.8336648,0.4396350,0.7213532,0.9327150
2.8799670,0.8428576,0.9963898,0.9584866,0.6953757,0.8130164,0.6481212,0.6488695,0.4697941,0.9917874,0.8022386,0.9043220,0.8332076,0.4397105,0.7213248,0.9328547
2.8803670,0.8427661,0.9963821,0.9584280,0.6952963,0.8129292,0.6480424,0.6492828,0.4703446,0.9917871,0.8019149,0.9039468,0.8328280,0.4397860,0.7212005,0.9330073
2.8807680,0.8426637,0.9963737,0.9583730,0.6952266,0.8128333,0.6479839,0.6496971,0.4708624,0.9917866,0.8015898,0.9035323,0.8324484,0.4398615,0.7210370,0.9331663
2.8811680,0.8425462,0.9963653,0.9583184,0.6951570,0.8127374,0.6479255,0.6501321,0.4713362,0.9917901,0.8012655,0.9031187,0.8321163,0.4399270,0.7208723,0.9333243
2.8815680,0.8424164,0.9963569,0.9582636,0.6950875,0.8126415,0.6478670,0.6505445,0.4717643,0.9917938,0.8009412,0.9027039,0.8317824,0.4399924,0.7207077,0.9334823
2.8819680,0.8422775,0.9963486,0.9582090,0.6950179,0.8125458,0.6477596,0.6508894,0.4721517,0.9917976,0.8003722,0.9022501,0.8313936,0.4400579,0.7205757,0.9336069
2.8823690,0.8421346,0.9963402,0.9581541,0.6949483,0.8124496,0.6476313,0.6511676,0.4725124,0.9918013,0.7996993,0.9018786,0.8310596,0.4401233,0.7204569,0.9337175
2.8827690,0.8419927,0.9963319,0.9580994,0.6948787,0.8123537,0.6475033,0.6514668,0.4728620,0.9918102,0.7990279,0.9015457,0.8307258,0.4401608,0.7203380,0.9338293
2.8831700,0.8418539,0.9963235,0.9580445,0.6948089,0.8122575,0.6473752,0.6517667,0.4732196,0.9918194,0.7983549,0.9012128,0.8303464,0.4401960,0.7202192,0.9339399
2.8835700,0.8417194,0.9963105,0.9579998,0.6946013,0.8121924,0.6472964,0.6520879,0.4735987,0.9918287,0.7980461,0.9008807,0.8299672,0.4402313,0.7201646,0.9340441
2.8839720,0.8415873,0.9962956,0.9579585,0.6943399,0.8121400,0.6472384,0.6524328,0.4740128,0.9918380,0.7978901,0.9005852,0.8295841,0.4402665,0.7201363,0.9341461
2.8843730,0.8414545,0.9962808,0.9579173,0.6940791,0.8120877,0.6471805,0.6527766,0.4744675,0.9918447,0.7977345,0.9001891,0.8291329,0.4403667,0.7201080,0.9342482
2.8847740,0.8413187,0.9962660,0.9578761,0.6938182,0.8120355,0.6471225,0.6531202,0.4749639,0.9918512,0.7975788,0.8998972,0.8287064,0.4404724,0.7200797,0.9343491
2.8851750,0.8411768,0.9962512,0.9578349,0.6935574,0.8120041,0.6470152,0.6534770,0.4754995,0.9918577,0.7975453,0.8996048,0.8283273,0.4405782,0.7200840,0.9344770
2.8855770,0.8410268,0.9962363,0.9577937,0.6932958,0.8119813,0.6468866,0.6538208,0.4760680,0.9918643,0.7975635,0.8992702,0.8279954,0.4406839,0.7201016,0.9346145
2.8859780,0.8408676,0.9962216,0.9577525,0.6930349,0.8119586,0.6467583,0.6541634,0.4766552,0.9918701,0.7975817,0.8988945,0.8276144,0.4407505,0.7201190,0.9347531
2.8863790,0.8407004,0.9962068,0.9577113,0.6927739,0.8119361,0.6466300,0.6545057,0.4772493,0.9918760,0.7975999,0.8985189,0.8272790,0.4408160,0.7201365,0.9348907
2.8867820,0.8405281,0.9961846,0.9576773,0.6926160,0.8119029,0.6465260,0.6548939,0.4778408,0.9918819,0.7974955,0.8980180,0.8268903,0.4408815,0.7200570,0.9350228
2.8871840,0.8403517,0.9961598,0.9576461,0.6924979,0.8118653,0.6464327,0.6552810,0.4784189,0.9918876,0.7973393,0.8975960,0.8266022,0.4409470,0.7199381,0.9351507
2.8875850,0.8401733,0.9961349,0.9576152,0.6923799,0.8118280,0.6463398,0.6556789,0.4789802,0.9918882,0.7971837,0.8971369,0.8263179,0.4410035,0.7198193,0.9352785
2.8879870,0.8399949,0.9961100,0.9575840,0.6922618,0.8117904,0.6462467,0.6560653,0.4795264,0.9918885,0.7970275,0.8967172,0.8260317,0.4410589,0.7196993,0.9354074
2.8883900,0.8398165,0.9960851,0.9575528,0.6921433,0.8117322,0.6461529,0.6564299,0.4800605,0.9918888,0.7968712,0.8962968,0.8257454,0.4411144,0.7195151,0.9355353
2.8887920,0.8396371,0.9960602,0.9575218,0.6920251,0.8116652,0.6460593,0.6567710,0.4805822,0.9918891,0.7967152,0.8958471,0.8253514,0.4411698,0.7193046,0.9356642
2.8891940,0.8394557,0.9960353,0.9574906,0.6919069,0.8115983,0.6459658,0.6571117,0.4810934,0.9918908,0.7965592,0.8955522,0.8249688,0.4411748,0.7190940,0.9357921
2.8895960,0.8392722,0.9960105,0.9574594,0.6917887,0.8115314,0.6458721,0.6574442,0.4815913,0.9918925,0.7964032,0.8952587,0.8245389,0.4411799,0.7188824,0.9359199
2.8900000,0.8390847,0.9959878,0.9574299,0.6916842,0.8114537,0.6457779,0.6578299,0.4820743,0.9918942,0.7961227,0.8950037,0.8241088,0.4411850,0.7187986,0.9360026
2.8904020,0.8388952,0.9959661,0.9574012,0.6915857,0.8113719,0.6456842,0.6582579,0.4825386,0.9918958,0.7957908,0.8947921,0.8237282,0.4411900,0.7187702,0.9360659
2.8908050,0.8387046,0.9959444,0.9573723,0.6914870,0.8112899,0.6455902,0.6586764,0.4829896,0.9918940,0.7954582,0.8945419,0.8233457,0.4411750,0.7187419,0.9361303
2.8912080,0.8385121,0.9959227,0.9573436,0.6913883,0.8112078,0.6454962,0.6590826,0.4834374,0.9918923,0.7951254,0.8942324,0.8229518,0.4411599,0.7187136,0.9361936
2.8916110,0.8383205,0.9959010,0.9573147,0.6912896,0.8111362,0.6454271,0.6594883,0.4838943,0.9918905,0.7946678,0.8939374,0.8226658,0.4411448,0.7187813,0.9362634
2.8920140,0.8381279,0.9958793,0.9572859,0.6911909,0.8110690,0.6453687,0.6598717,0.4843745,0.9918885,0.7941565,0.8936408,0.8223799,0.4411286,0.7188916,0.9363364
2.8924170,0.8379353,0.9958575,0.9572571,0.6910922,0.8110018,0.6453103,0.6602669,0.4848870,0.9918804,0.7936452,0.8933043,0.8221412,0.4410833,0.7190008,0.9364094
2.8928200,0.8377402,0.9958358,0.9572282,0.6909935,0.8109347,0.6452518,0.6606494,0.4854296,0.9918722,0.7931339,0.8929655,0.8218572,0.4410380,0.7191100,0.9364824
2.8932240,0.8375431,0.9958212,0.9571856,0.6907766,0.8108984,0.6452421,0.6610106,0.4859962,0.9918641,0.7927437,0.8925579,0.8215751,0.4409927,0.7191876,0.9365866
2.8936280,0.8373444,0.9958092,0.9571377,0.6905159,0.8108756,0.6452534,0.6613841,0.4865652,0.9918560,0.7924064,0.8922209,0.8213326,0.4409485,0.7192499,0.9367047
2.8940320,0.8371447,0.9957973,0.9570898,0.6902549,0.8108529,0.6452647,0.6617445,0.4871212,0.9918433,0.7920690,0.8919245,0.8210467,0.4409256,0.7193134,0.9368229
2.8944360,0.8369481,0.9957853,0.9570419,0.6899939,0.8108302,0.6452760,0.6621173,0.4876453,0.9918297,0.7917317,0.8916266,0.8208081,0.4409016,0.7193768,0.9369411
2.8948400,0.8367535,0.9957734,0.9569940,0.6897330,0.8107969,0.6452383,0.6624772,0.4881328,0.9918161,0.7913934,0.8913302,0.8205222,0.4408787,0.7192481,0.9370270
2.8952430,0.8365629,0.9957614,0.9569462,0.6894726,0.8107593,0.6451796,0.6628354,0.4885846,0.9918025,0.7910557,0.8910737,0.8202365,0.4408547,0.7190376,0.9370989
2.8956480,0.8363734,0.9957495,0.9568982,0.6892110,0.8107215,0.6451205,0.6631867,0.4890150,0.9917883,0.7907162,0.8908127,0.8198996,0.4408474,0.7188260,0.9371708
2.8960520,0.8361848,0.9957375,0.9568503,0.6889498,0.8106838,0.6450615,0.6635453,0.4894351,0.9917739,0.7903776,0.8905997,0.8196063,0.4408424,0.7186144,0.9372427
2.8964570,0.8359923,0.9957360,0.9567973,0.6887812,0.8106669,0.6449782,0.6639386,0.4898614,0.9917595,0.7900996,0.8903863,0.8192259,0.4408375,0.7184018,0.9372899
2.8968610,0.8357926,0.9957384,0.9567423,0.6886514,0.8106590,0.6448844,0.6643185,0.4903057,0.9917453,0.7898489,0.8901310,0.8188911,0.4408325,0.7181901,0.9373263
2.8972660,0.8355858,0.9957406,0.9566871,0.6885211,0.8106510,0.6447903,0.6646896,0.4907742,0.9917290,0.7895977,0.8899171,0.8185090,0.4408543,0.7179774,0.9373628
2.8976710,0.8353699,0.9957429,0.9566320,0.6883908,0.8106433,0.6446962,0.6650911,0.4912672,0.9917125,0.7893464,0.8896244,0.8181722,0.4408796,0.7177658,0.9373981
2.8980750,0.8351449,0.9957453,0.9565770,0.6882608,0.8106457,0.6445783,0.6655242,0.4917790,0.9916961,0.7890326,0.8892658,0.8177770,0.4409048,0.7177135,0.9374087
2.8984800,0.8349128,0.9957476,0.9565218,0.6881304,0.8106524,0.6444493,0.6659684,0.4923072,0.9916796,0.7886902,0.8889679,0.8174441,0.4409301,0.7177311,0.9374086
2.8988850,0.8346756,0.9957498,0.9564667,0.6880000,0.8106592,0.6443205,0.6664228,0.4928456,0.9916631,0.7883480,0.8886687,0.8171567,0.4408792,0.7177487,0.9374084
2.8992900,0.8344343,0.9957522,0.9564115,0.6878698,0.8106660,0.6441915,0.6668875,0.4933876,0.9916466,0.7880056,0.8883708,0.8169164,0.4408227,0.7177663,0.9374083
2.8996960,0.8341921,0.9957544,0.9563667,0.6877466,0.8107245,0.6441351,0.6673208,0.4939278,0.9916300,0.7874719,0.8880707,0.8166780,0.4407673,0.7178473,0.9374404
2.9001020,0.8339529,0.9957565,0.9563260,0.6876261,0.8108053,0.6441112,0.6677638,0.4944639,0.9916136,0.7868535,0.8877579,0.8163980,0.4407109,0.7179566,0.9374854
2.9005070,0.8337187,0.9957587,0.9562852,0.6875059,0.8108862,0.6440872,0.6681948,0.4949904,0.9916034,0.7862366,0.8875024,0.8161617,0.4406454,0.7180659,0.9375305
2.9009130,0.8334957,0.9957608,0.9562445,0.6873855,0.8109663,0.6440633,0.6686150,0.4955089,0.9915932,0.7856182,0.8872463,0.8159706,0.4405789,0.7181753,0.9375755
2.9013180,0.8332829,0.9957630,0.9562038,0.6872653,0.8109244,0.6440882,0.6689608,0.4960168,0.9915829,0.7849346,0.8870326,0.8157796,0.4405123,0.7181263,0.9376635
2.9017240,0.8330832,0.9957652,0.9561629,0.6871449,0.8108276,0.6441348,0.6692726,0.4965188,0.9915727,0.7842198,0.8867765,0.8155413,0.4404469,0.7180064,0.9377720
2.9021300,0.8328946,0.9957673,0.9561222,0.6870243,0.8107304,0.6441815,0.6695765,0.4970166,0.9915607,0.7835050,0.8865598,0.8153012,0.4403848,0.7178854,0.9378805
2.9025360,0.8327142,0.9957694,0.9560814,0.6869039,0.8106332,0.6442281,0.6698803,0.4975142,0.9915484,0.7827901,0.8863014,0.8150139,0.4403227,0.7177655,0.9379879
2.9029420,0.8325378,0.9957760,0.9560421,0.6868993,0.8105770,0.6442261,0.6701053,0.4980137,0.9915361,0.7821342,0.8860855,0.8146812,0.4402606,0.7177395,0.9380523
2.9033490,0.8323605,0.9957843,0.9560032,0.6869402,0.8105392,0.6442021,0.6702829,0.4985175,0.9915237,0.7815030,0.8858712,0.8143938,0.4401986,0.7177572,0.9380974
2.9037560,0.8321790,0.9957926,0.9559644,0.6869810,0.8105013,0.6441782,0.6704604,0.4990270,0.9915113,0.7808719,0.8856563,0.8141046,0.4401511,0.7177749,0.9381424
2.9041620,0.8319915,0.9958008,0.9559256,0.6870218,0.8104637,0.6441543,0.6706410,0.4995414,0.9914989,0.7802423,0.8854409,0.8138174,0.4401046,0.7177925,0.9381863
2.9045690,0.8317979,0.9958092,0.9558867,0.6870627,0.8104566,0.6441791,0.6707132,0.5000670,0.9914865,0.7796076,0.8851776,0.8135452,0.4400594,0.7178430,0.9382378
2.9049750,0.8316002,0.9958174,0.9558480,0.6871035,0.8104634,0.6442257,0.6707221,0.5006024,0.9914742,0.7789728,0.8849173,0.8133978,0.4400130,0.7179065,0.9382915
2.9053820,0.8314025,0.9958256,0.9558091,0.6871445,0.8104702,0.6442724,0.6707310,0.5011521,0.9914697,0.7783364,0.8846176,0.8132088,0.4399094,0.7179700,0.9383451
2.9057890,0.8312079,0.9958339,0.9557703,0.6871853,0.8104771,0.6443191,0.6707399,0.5017140,0.9914657,0.7777001,0.8843607,0.8131122,0.4398026,0.7180347,0.9383987
2.9061960,0.8310204,0.9958426,0.9557299,0.6871555,0.8104943,0.6443898,0.6707278,0.5022818,0.9914619,0.7771904,0.8840604,0.8129704,0.4396946,0.7178755,0.9384588
2.9066040,0.8308430,0.9958517,0.9556889,0.6870957,0.8105161,0.6444716,0.6707149,0.5028476,0.9914579,0.7767372,0.8837999,0.8128266,0.4395877,0.7176169,0.9385221
2.9070110,0.8306737,0.9958606,0.9556479,0.6870362,0.8105379,0.6445533,0.6706817,0.5033977,0.9914563,0.7762850,0.8834885,0.8126603,0.4395156,0.7173583,0.9385844
2.9074190,0.8305095,0.9958696,0.9556069,0.6869764,0.8105597,0.6446351,0.6706695,0.5039266,0.9914546,0.7758317,0.8832302,0.8124656,0.4394434,0.7170986,0.9386466
2.9078260,0.8303473,0.9958785,0.9555659,0.6869167,0.8105816,0.6446443,0.6707203,0.5044248,0.9914530,0.7752467,0.8830149,0.8122257,0.4393712,0.7169034,0.9387153
2.9082340,0.8301801,0.9958875,0.9555249,0.6868569,0.8106033,0.6446204,0.6707726,0.5048976,0.9914513,0.7745999,0.8827990,0.8119857,0.4392991,0.7167365,0.9387872
2.9086420,0.8300027,0.9958964,0.9554839,0.6867973,0.8106252,0.6445965,0.6708237,0.5053540,0.9914484,0.7739530,0.8826245,0.8117929,0.4392057,0.7165685,0.9388591
2.9090490,0.8298151,0.9959054,0.9554429,0.6867375,0.8106470,0.6445726,0.6708747,0.5058063,0.9914452,0.7733076,0.8824529,0.8115569,0.4391089,0.7164016,0.9389300
2.9094580,0.8296185,0.9959158,0.9554171,0.6865273,0.8106891,0.6445247,0.6710315,0.5062728,0.9914419,0.7725892,0.8822410,0.8112754,0.4390109,0.7164248,0.9389836
2.9098660,0.8294157,0.9959268,0.9553976,0.6862547,0.8107407,0.6444658,0.6712090,0.5067623,0.9914387,0.7718403,0.8820251,0.8110393,0.4389141,0.7165354,0.9390275
2.9102750,0.8292161,0.9959377,0.9553782,0.6859813,0.8107921,0.6444068,0.6713913,0.5072804,0.9914413,0.7710894,0.8818513,0.8108446,0.4388353,0.7166449,0.9390726
2.9106830,0.8290235,0.9959487,0.9553588,0.6857086,0.8108435,0.6443479,0.6715705,0.5078215,0.9914444,0.7703404,0.8816361,0.8106048,0.4387575,0.7167544,0.9391165
2.9110910,0.8288440,0.9959596,0.9553394,0.6854358,0.8108847,0.6443373,0.6719798,0.5083755,0.9914475,0.7700515,0.8814187,0.8103669,0.4386809,0.7167065,0.9391551
