Wavelength,1TB,2TB,3TB_1,3TB_2,4TB,5TB,6TB,7TB,8TB,9TB,11TB,12TB,13TB,14TB,15TB,16TB,17TB,18TB,19TB,20TB,21TB,22TB,23TB,24TB,25TB,26aTB,26bTB,27aTB,28TB,29TB
2.80026000,0.69527106,0.72253356,0.89093967,0.85318455,0.81054635,0.80148137,0.82646342,0.83313943,0.87441671,0.83475002,0.83663479,0.86861820,0.77247643,0.80769219,0.65428608,0.72700189,0.82487357,0.90686260,0.84215663,0.91104625,0.93366867,0.90086838,0.77840582,0.80425379,0.79557649,0.73334825,0.87902226,0.79411332,0.86061874,0.79844704
2.80063800,0.69611691,0.72271119,0.89103429,0.85334085,0.81071615,0.80172135,0.82669464,0.83332025,0.87456280,0.83499785,0.83684093,0.86857274,0.77274056,0.80786137,0.65454562,0.72718131,0.82497524,0.90686534,0.84227731,0.91109117,0.93372540,0.90097458,0.77870373,0.80448405,0.79584222,0.73356009,0.87917462,0.79437967,0.86072650,0.79860422
2.80101600,0.69688624,0.72285914,0.89108890,0.85345831,0.81083597,0.80195520,0.82691051,0.83347867,0.87471092,0.83522040,0.83703693,0.86850809,0.77295013,0.80801260,0.65476063,0.72733408,0.82506266,0.90682976,0.84238478,0.91112083,0.93377607,0.90106564,0.77900471,0.80470506,0.79610591,0.73375352,0.87930885,0.79461864,0.86082416,0.79876344
2.80139400,0.69758008,0.72299481,0.89111067,0.85354001,0.81090685,0.80218803,0.82710387,0.83360758,0.87485903,0.83541667,0.83721672,0.86842625,0.77310719,0.80815010,0.65493525,0.72746533,0.82513888,0.90676088,0.84248311,0.91113727,0.93381767,0.90114258,0.77930060,0.80491684,0.79637164,0.73393061,0.87942193,0.79483023,0.86091272,0.79891656
2.80177300,0.69821782,0.72313766,0.89111400,0.85359412,0.81094000,0.80242088,0.82727368,0.83370493,0.87500412,0.83559071,0.83737827,0.86832723,0.77322516,0.80827812,0.65508194,0.72758326,0.82520494,0.90666780,0.84257434,0.91114151,0.93385119,0.90120539,0.77958430,0.80512145,0.79664045,0.73409748,0.87951488,0.79501851,0.86099221,0.79905750
2.80215100,0.69882393,0.72330507,0.89111526,0.85363493,0.81095275,0.80265781,0.82741995,0.83377377,0.87514212,0.83574552,0.83752054,0.86821709,0.77331944,0.80839978,0.65522137,0.72770117,0.82526387,0.90656966,0.84266658,0.91114066,0.93387664,0.90126013,0.77985171,0.80531885,0.79690721,0.73425616,0.87959473,0.79519055,0.86106461,0.79917811
2.80253000,0.69943517,0.72350628,0.89112884,0.85367882,0.81097163,0.80290088,0.82754984,0.83382227,0.87526900,0.83588620,0.83764864,0.86809887,0.77341270,0.80852253,0.65537531,0.72783141,0.82532179,0.90648767,0.84276492,0.91113779,0.93389605,0.90131286,0.78009879,0.80551319,0.79717092,0.73441589,0.87967056,0.79535753,0.86113400,0.79927639
2.80290900,0.70008314,0.72374639,0.89116807,0.85374520,0.81101702,0.80314907,0.82767053,0.83386567,0.87538576,0.83601979,0.83776964,0.86798065,0.77352862,0.80865056,0.65556551,0.72798626,0.82537971,0.90644402,0.84287647,0.91114204,0.93391242,0.90136659,0.78032960,0.80571062,0.79742750,0.73458993,0.87975142,0.79553161,0.86120540,0.79935536
2.80328800,0.70079235,0.72402438,0.89124527,0.85384531,0.81110627,0.80339930,0.82779326,0.83391518,0.87549442,0.83615440,0.83789267,0.86786849,0.77368160,0.80879021,0.65580439,0.72817187,0.82544272,0.90645788,0.84300529,0.91115849,0.93392880,0.90142840,0.78054515,0.80591318,0.79767693,0.73478545,0.87984739,0.79572192,0.86128388,0.79942418
2.80366700,0.70157401,0.72433310,0.89136145,0.85398834,0.81123937,0.80364545,0.82792419,0.83398404,0.87559904,0.83629912,0.83802482,0.86776846,0.77388091,0.80894254,0.65609402,0.72838619,0.82550980,0.90653529,0.84315340,0.91118816,0.93394821,0.90150031,0.78074645,0.80612499,0.79791923,0.73501165,0.87996249,0.79593556,0.86137448,0.79949401
2.80404600,0.70241895,0.72466843,0.89151355,0.85416919,0.81140918,0.80388343,0.82806842,0.83407733,0.87570264,0.83645699,0.83817422,0.86768157,0.77412449,0.80910861,0.65642613,0.72862308,0.82557994,0.90667223,0.84331980,0.91123208,0.93397064,0.90158432,0.78093963,0.80634399,0.79815745,0.73526853,0.88009372,0.79617151,0.86148024,0.79957603
2.80442500,0.70330676,0.72502220,0.89169335,0.85438071,0.81159940,0.80410915,0.82822392,0.83419505,0.87580928,0.83663002,0.83834389,0.86760782,0.77440000,0.80928418,0.65678310,0.72887021,0.82565109,0.90685658,0.84349941,0.91128515,0.93399610,0.90167842,0.78112466,0.80656812,0.79839669,0.73555405,0.88023803,0.79642268,0.86160014,0.79967533
2.80480400,0.70420581,0.72538723,0.89188751,0.85460551,0.81178961,0.80432158,0.82838658,0.83433009,0.87591795,0.83681620,0.83853283,0.86754316,0.77469301,0.80946293,0.65715147,0.72911531,0.82572123,0.90706515,0.84368207,0.91134025,0.93402357,0.90178160,0.78130665,0.80679226,0.79864002,0.73585900,0.88038637,0.79667892,0.86173014,0.79979494
2.80518300,0.70508140,0.72575330,0.89207963,0.85482725,0.81196453,0.80452074,0.82854822,0.83447429,0.87602965,0.83700743,0.83873799,0.86748558,0.77498603,0.80963851,0.65751674,0.72934605,0.82578831,0.90727675,0.84386168,0.91139332,0.93405206,0.90189286,0.78148762,0.80701230,0.79888845,0.73617930,0.88053169,0.79692503,0.86186520,0.79993386
2.80556300,0.70590803,0.72610915,0.89225945,0.85503367,0.81211703,0.80470969,0.82870476,0.83461952,0.87614136,0.83719565,0.83895330,0.86743407,0.77526672,0.80980462,0.65787272,0.72955323,0.82585338,0.90747222,0.84402911,0.91143827,0.93407955,0.90200817,0.78167064,0.80722516,0.79914301,0.73650575,0.88066796,0.79715390,0.86199824,0.80008701
2.80594200,0.70667038,0.72644247,0.89241874,0.85521760,0.81224708,0.80489046,0.82885105,0.83475965,0.87625105,0.83737172,0.83916860,0.86738660,0.77553092,0.80996014,0.65821729,0.72973271,0.82591945,0.90764044,0.84418029,0.91147812,0.93410500,0.90212649,0.78185771,0.80742775,0.79939859,0.73683424,0.88079314,0.79735842,0.86212421,0.80025133
2.80632200,0.70737153,0.72673998,0.89255546,0.85537905,0.81236388,0.80506511,0.82899018,0.83489267,0.87635770,0.83752758,0.83938088,0.86734318,0.77578176,0.81010617,0.65854947,0.72988453,0.82598757,0.90777739,0.84431725,0.91151392,0.93412946,0.90224381,0.78205193,0.80762213,0.79965010,0.73715968,0.88090725,0.79754166,0.86224008,0.80042379
2.80670200,0.70801963,0.72699040,0.89267372,0.85552109,0.81247762,0.80523466,0.82912420,0.83502264,0.87646132,0.83765917,0.83958099,0.86730178,0.77602127,0.81024377,0.65886508,0.73001071,0.82605976,0.90788408,0.84444203,0.91155276,0.93415190,0.90235710,0.78225124,0.80781035,0.79989346,0.73747388,0.88101229,0.79771171,0.86234283,0.80060235
2.80708100,0.70863098,0.72719269,0.89278068,0.85564982,0.81259951,0.80539806,0.82925411,0.83515157,0.87656088,0.83776851,0.83976487,0.86726239,0.77625872,0.81037500,0.65915582,0.73011843,0.82613601,0.90796655,0.84456070,0.91159872,0.93417131,0.90246130,0.78245257,0.80799240,0.80012047,0.73776762,0.88111129,0.79787871,0.86243344,0.80078496
2.80746100,0.70922705,0.72735302,0.89288253,0.85577346,0.81273468,0.80555535,0.82938301,0.83528358,0.87665742,0.83786068,0.83993457,0.86721896,0.77649927,0.81050309,0.65941654,0.73021488,0.82621533,0.90803087,0.84467938,0.91165282,0.93418871,0.90255542,0.78265290,0.80817344,0.80033424,0.73803683,0.88120627,0.79805485,0.86251496,0.80096860
2.80784100,0.70981905,0.72748777,0.89298643,0.85589608,0.81288412,0.80570957,0.82950884,0.83541966,0.87674991,0.83794576,0.84009008,0.86716948,0.77674601,0.81062801,0.65963895,0.73030928,0.82629261,0.90808408,0.84480112,0.91171609,0.93420408,0.90263743,0.78284916,0.80835551,0.80053475,0.73827332,0.88129822,0.79824824,0.86258841,0.80115021
2.80822100,0.71041514,0.72762046,0.89309443,0.85601870,0.81304478,0.80586175,0.82963160,0.83555777,0.87684037,0.83803489,0.84023646,0.86711493,0.77699893,0.81074765,0.65982718,0.73041189,0.82636786,0.90813226,0.84493097,0.91178240,0.93421744,0.90270935,0.78304440,0.80853860,0.80072913,0.73847812,0.88138917,0.79846090,0.86265882,0.80132572
2.80860200,0.71101431,0.72777775,0.89320757,0.85614440,0.81321157,0.80601599,0.82974926,0.83569794,0.87692983,0.83814021,0.84038184,0.86705737,0.77725805,0.81086521,0.65998747,0.73053092,0.82644007,0.90818145,0.84506694,0.91184873,0.93423081,0.90277421,0.78324170,0.80872583,0.80092659,0.73865736,0.88148012,0.79869081,0.86272824,0.80149515
2.80898300,0.71161145,0.72797907,0.89332483,0.85627316,0.81338041,0.80617841,0.82986384,0.83583505,0.87702436,0.83826777,0.84053027,0.86700485,0.77752232,0.81098065,0.66013948,0.73067457,0.82650922,0.90823670,0.84520900,0.91190895,0.93424620,0.90283604,0.78344918,0.80891613,0.80113528,0.73882332,0.88157511,0.79893188,0.86279867,0.80165950
2.80936300,0.71220043,0.72823464,0.89344515,0.85640703,0.81355127,0.80635308,0.82997944,0.83597216,0.87712495,0.83842162,0.84068578,0.86696648,0.77778658,0.81109713,0.66029872,0.73084589,0.82657939,0.90830203,0.84535410,0.91196306,0.93426662,0.90289989,0.78367597,0.80911054,0.80136131,0.73898619,0.88167814,0.79917599,0.86287211,0.80182182
2.80974300,0.71277716,0.72854550,0.89356752,0.85655112,0.81372418,0.80654410,0.83010220,0.83610824,0.87723667,0.83859670,0.84085042,0.86695136,0.77805084,0.81121784,0.66047971,0.73104694,0.82665566,0.90838048,0.84550124,0.91201107,0.93429209,0.90296878,0.78393024,0.80930802,0.80160978,0.73916032,0.88179125,0.79941706,0.86295163,0.80198819
2.81012400,0.71334167,0.72890246,0.89369401,0.85670646,0.81390526,0.80675558,0.83024238,0.83624841,0.87736156,0.83878594,0.84102318,0.86696252,0.77831513,0.81134703,0.66068456,0.73127366,0.82674110,0.90847205,0.84564940,0.91205604,0.93432262,0.90304677,0.78421811,0.80950758,0.80188072,0.73935083,0.88191645,0.79965205,0.86303822,0.80216170
2.81050500,0.71389803,0.72928707,0.89382563,0.85687714,0.81409755,0.80698852,0.83040714,0.83639673,0.87749961,0.83898025,0.84119899,0.86700199,0.77857633,0.81148678,0.66091013,0.73152089,0.82683775,0.90857371,0.84579857,0.91210101,0.93435819,0.90313484,0.78454159,0.80970920,0.80217003,0.73956077,0.88205273,0.79987893,0.86312987,0.80234739
2.81088500,0.71444723,0.72968191,0.89396340,0.85706212,0.81430616,0.80724495,0.83059850,0.83655421,0.87764675,0.83916949,0.84137580,0.86706369,0.77883752,0.81163920,0.66114191,0.73177733,0.82694863,0.90868041,0.84595079,0.91215003,0.93439879,0.90323300,0.78489457,0.80991183,0.80247157,0.73978809,0.88219807,0.80010073,0.86322756,0.80254324
2.81126700,0.71500260,0.73007679,0.89410837,0.85725939,0.81453009,0.80752491,0.83081856,0.83672189,0.87780202,0.83935167,0.84155162,0.86714158,0.77910390,0.81180434,0.66137165,0.73203997,0.82707074,0.90878813,0.84611217,0.91220621,0.93444245,0.90334127,0.78526996,0.81011757,0.80278131,0.74002976,0.88234946,0.80032357,0.86333034,0.80275231
2.81164800,0.71556714,0.73046757,0.89425847,0.85746789,0.81476625,0.80782735,0.83106317,0.83689771,0.87796234,0.83952777,0.84172642,0.86723260,0.77938056,0.81198108,0.66159310,0.73229849,0.82720404,0.90888980,0.84628777,0.91226847,0.93449013,0.90346164,0.78565858,0.81032946,0.80309205,0.74028472,0.88250286,0.80054944,0.86343411,0.80297052
2.81202900,0.71614292,0.73085733,0.89441472,0.85768151,0.81500650,0.80814717,0.83132725,0.83708065,0.87812367,0.83970388,0.84190123,0.86733474,0.77967576,0.81216839,0.66180937,0.73255086,0.82734446,0.90898440,0.84648266,0.91233888,0.93454083,0.90359311,0.78604821,0.81054958,0.80340280,0.74055093,0.88265627,0.80078343,0.86353990,0.80319991
2.81241000,0.71672993,0.73125427,0.89457508,0.85790024,0.81524266,0.80847823,0.83160361,0.83726768,0.87828601,0.83988606,0.84207806,0.86744800,0.77999362,0.81236416,0.66202875,0.73279504,0.82749100,0.90906992,0.84669788,0.91241335,0.93459356,0.90373367,0.78642972,0.81077791,0.80371152,0.74082635,0.88280867,0.80102858,0.86364570,0.80344150
2.81279200,0.71732411,0.73166556,0.89473853,0.85812205,0.81546660,0.80881442,0.83188408,0.83745777,0.87844735,0.84008442,0.84225997,0.86757643,0.78033828,0.81256735,0.66226163,0.73303103,0.82764060,0.90914738,0.84693139,0.91249191,0.93464831,0.90388231,0.78679597,0.81101653,0.80402025,0.74110896,0.88296208,0.80128389,0.86375352,0.80370037
2.81317300,0.71791421,0.73209426,0.89490300,0.85834589,0.81567013,0.80914447,0.83216352,0.83764988,0.87860767,0.84030300,0.84244188,0.86772204,0.78070146,0.81277370,0.66251417,0.73325880,0.82778918,0.90921878,0.84717505,0.91256842,0.93470508,0.90403397,0.78714289,0.81126131,0.80432795,0.74139052,0.88311549,0.80154426,0.86386437,0.80397752
2.81355500,0.71849309,0.73254345,0.89506851,0.85857588,0.81585531,0.80946533,0.83243682,0.83784507,0.87876497,0.84054283,0.84262278,0.86788383,0.78107806,0.81298218,0.66278539,0.73348249,0.82793471,0.90928717,0.84742177,0.91263985,0.93475983,0.90418463,0.78747151,0.81151329,0.80463770,0.74166393,0.88327091,0.80180870,0.86398028,0.80427297
2.81393600,0.71905054,0.73300391,0.89523195,0.85881097,0.81602723,0.80976984,0.83269989,0.83804127,0.87891922,0.84080287,0.84279861,0.86805775,0.78145155,0.81318748,0.66306592,0.73370207,0.82807616,0.90935554,0.84765731,0.91270314,0.93481256,0.90432922,0.78778180,0.81176629,0.80494745,0.74191892,0.88342734,0.80206907,0.86410427,0.80458366
2.81431800,0.71958557,0.73347053,0.89539233,0.85905323,0.81619712,0.81006210,0.83295477,0.83823747,0.87906842,0.84108113,0.84296532,0.86823875,0.78181271,0.81338963,0.66334752,0.73392167,0.82821356,0.90942695,0.84787763,0.91275830,0.93486126,0.90446778,0.78808091,0.81202136,0.80525619,0.74215347,0.88358580,0.80232641,0.86423837,0.80490451
2.81470000,0.72009508,0.73393511,0.89554758,0.85930265,0.81637924,0.81034414,0.83320556,0.83842961,0.87921459,0.84137253,0.84312291,0.86841772,0.78215431,0.81358756,0.66362290,0.73414229,0.82834892,0.90950643,0.84807966,0.91280329,0.93490592,0.90460027,0.78837189,0.81227644,0.80555882,0.74236552,0.88374425,0.80257463,0.86438358,0.80522944
2.81508200,0.72058521,0.73439254,0.89569975,0.85955719,0.81658483,0.81062006,0.83345635,0.83861768,0.87935772,0.84167607,0.84327441,0.86858862,0.78247326,0.81378127,0.66388897,0.73436805,0.82848631,0.90959701,0.84826747,0.91284523,0.93494756,0.90472773,0.78865982,0.81253254,0.80585430,0.74256223,0.88390371,0.80281575,0.86453991,0.80555132
2.81546400,0.72106004,0.73484075,0.89584885,0.85981479,0.81681796,0.81089496,0.83371329,0.83879964,0.87950085,0.84198466,0.84342389,0.86874940,0.78277471,0.81397181,0.66415090,0.73459791,0.82862575,0.90969870,0.84844716,0.91288616,0.93498617,0.90485316,0.78894674,0.81278659,0.80613754,0.74275383,0.88406216,0.80305078,0.86470433,0.80586711
2.81584700,0.72152264,0.73528080,0.89599693,0.86007138,0.81707558,0.81116885,0.83397844,0.83897551,0.87964602,0.84229428,0.84357642,0.86889908,0.78306280,0.81416027,0.66441390,0.73483087,0.82877029,0.90981048,0.84862787,0.91293116,0.93502378,0.90497962,0.78923062,0.81303656,0.80640754,0.74294648,0.88422062,0.80328076,0.86487178,0.80617275
2.81622900,0.72197094,0.73571060,0.89614398,0.86031774,0.81734340,0.81143864,0.83425176,0.83914627,0.87979523,0.84259176,0.84373300,0.86903662,0.78334366,0.81434343,0.66467998,0.73506280,0.82891380,0.90992528,0.84881365,0.91298429,0.93505936,0.90510505,0.78950737,0.81327726,0.80666425,0.74314525,0.88437706,0.80350362,0.86503418,0.80646720
2.81661100,0.72240292,0.73612812,0.89628898,0.86054775,0.81760306,0.81170129,0.83452714,0.83931500,0.87994950,0.84286801,0.84389567,0.86916708,0.78361938,0.81451919,0.66494711,0.73529062,0.82905222,0.91003504,0.84900147,0.91304455,0.93509090,0.90522746,0.78977191,0.81350359,0.80691077,0.74334811,0.88453149,0.80371838,0.86518547,0.80674947
2.81699400,0.72281451,0.73653133,0.89642988,0.86075835,0.81783723,0.81195372,0.83479536,0.83948578,0.88010782,0.84311696,0.84406038,0.86929149,0.78388791,0.81468335,0.66520391,0.73551129,0.82917946,0.91013068,0.84918828,0.91310787,0.93511943,0.90534282,0.79002120,0.81371145,0.80715219,0.74355202,0.88468089,0.80392503,0.86531857,0.80701955
2.81737600,0.72319752,0.73691098,0.89656256,0.86094338,0.81803263,0.81219389,0.83504617,0.83965756,0.88026716,0.84333152,0.84422204,0.86941387,0.78414613,0.81483059,0.66543479,0.73572066,0.82928836,0.91020512,0.84936391,0.91317015,0.93514190,0.90544807,0.79025318,0.81389670,0.80739361,0.74375182,0.88482021,0.80412152,0.86542742,0.80727642
2.81775900,0.72354992,0.73726198,0.89668295,0.86110594,0.81818520,0.81242385,0.83527140,0.83983038,0.88042650,0.84351374,0.84437762,0.86953727,0.78439099,0.81495883,0.66562424,0.73592082,0.82937895,0.91025737,0.84952229,0.91322737,0.93516033,0.90554022,0.79046890,0.81406141,0.80763811,0.74394346,0.88494745,0.80430890,0.86551304,0.80752314
2.81814200,0.72387477,0.73757918,0.89678999,0.86125112,0.81830309,0.81264462,0.83546693,0.84000423,0.88058180,0.84367270,0.84452307,0.86966572,0.78462143,0.81507017,0.66576501,0.73611073,0.82945223,0.91029147,0.84966034,0.91327645,0.93517372,0.90561824,0.79067342,0.81420970,0.80788873,0.74412794,0.88505858,0.80448817,0.86557745,0.80776072
2.81852500,0.72417411,0.73786158,0.89688267,0.86138710,0.81840058,0.81285823,0.83563175,0.84017399,0.88073203,0.84381751,0.84465736,0.86980024,0.78483952,0.81516566,0.66585500,0.73629243,0.82951330,0.91031547,0.84978113,0.91331739,0.93518610,0.90568414,0.79087287,0.81434977,0.80814139,0.74430731,0.88515460,0.80466440,0.86562771,0.80799322
2.81890800,0.72445712,0.73811428,0.89696508,0.86152206,0.81849603,0.81306674,0.83577097,0.84033766,0.88087316,0.84396029,0.84478050,0.86994487,0.78505143,0.81525270,0.66590459,0.73646594,0.82957029,0.91034048,0.84988972,0.91335223,0.93519849,0.90574197,0.79106925,0.81448778,0.80839100,0.74448259,0.88523349,0.80483859,0.86567190,0.80822268
2.81929100,0.72472993,0.73834446,0.89704545,0.86166316,0.81860577,0.81326911,0.83589074,0.84049215,0.88100619,0.84410813,0.84489451,0.87010163,0.78526540,0.81533551,0.66592827,0.73662816,0.82962729,0.91037357,0.84999629,0.91338503,0.93521188,0.90579577,0.79126768,0.81462786,0.80863142,0.74465276,0.88529929,0.80501381,0.86571812,0.80845417
2.81967400,0.72500275,0.73856337,0.89712992,0.86181346,0.81873999,0.81346434,0.83599719,0.84063851,0.88112910,0.84426204,0.84500041,0.87026851,0.78548453,0.81542149,0.66594366,0.73677705,0.82969039,0.91042179,0.85010794,0.91341783,0.93522527,0.90584856,0.79146713,0.81477409,0.80885960,0.74481169,0.88535704,0.80518699,0.86577141,0.80868769
2.82005800,0.72528272,0.73878333,0.89722466,0.86197092,0.81890379,0.81365447,0.83609957,0.84077571,0.88124088,0.84441697,0.84510126,0.87044651,0.78571501,0.81551279,0.66596633,0.73691161,0.82975759,0.91048314,0.85022975,0.91345269,0.93523766,0.90590438,0.79166761,0.81492446,0.80907147,0.74495221,0.88541177,0.80535918,0.86583482,0.80892224
2.82044200,0.72557393,0.73900842,0.89733172,0.86213350,0.81909208,0.81384051,0.83619989,0.84090884,0.88134255,0.84456381,0.84519703,0.87063361,0.78595373,0.81560937,0.66600972,0.73703077,0.82982682,0.91055458,0.85036275,0.91348957,0.93524904,0.90596223,0.79186810,0.81507688,0.80926905,0.74506819,0.88546751,0.80552629,0.86590529,0.80915375
2.82082400,0.72588043,0.73924167,0.89745108,0.86229402,0.81929464,0.81402653,0.83630430,0.84103991,0.88143711,0.84469546,0.84528975,0.87082676,0.78619861,0.81571013,0.66608105,0.73713658,0.82989296,0.91063104,0.85050385,0.91352745,0.93525738,0.90602510,0.79206652,0.81522824,0.80945334,0.74515755,0.88553028,0.80568628,0.86597980,0.80938117
2.82120900,0.72620534,0.73948214,0.89757868,0.86245047,0.81950232,0.81421873,0.83641692,0.84117204,0.88152765,0.84480692,0.84538148,0.87102802,0.78644457,0.81581202,0.66618354,0.73723320,0.82995203,0.91070754,0.85065108,0.91356537,0.93526473,0.90609002,0.79226499,0.81537452,0.80962849,0.74522547,0.88560214,0.80583819,0.86605433,0.80959948
2.82159200,0.72654657,0.73972054,0.89770831,0.86260078,0.81970081,0.81441907,0.83654182,0.84130821,0.88161818,0.84489611,0.84547217,0.87123432,0.78668637,0.81591069,0.66631603,0.73732672,0.83000190,0.91078099,0.85080133,0.91360326,0.93527206,0.90615794,0.79246445,0.81551358,0.80979340,0.74528006,0.88568205,0.80598400,0.86612379,0.80980761
2.82197600,0.72689904,0.73995383,0.89783384,0.86274701,0.81988401,0.81462863,0.83668208,0.84144848,0.88171073,0.84496509,0.84556288,0.87144670,0.78691996,0.81600200,0.66647653,0.73742025,0.83004160,0.91085041,0.85095262,0.91364117,0.93528143,0.90622891,0.79266800,0.81564443,0.80994711,0.74533364,0.88577002,0.80612271,0.86618619,0.81000661
2.82236000,0.72725254,0.74017792,0.89795117,0.86289017,0.82004273,0.81484024,0.83683669,0.84159384,0.88180937,0.84501890,0.84565258,0.87166414,0.78714326,0.81608273,0.66665983,0.73751687,0.83007316,0.91091681,0.85110289,0.91367806,0.93529483,0.90630189,0.79287256,0.81576604,0.81008653,0.74539643,0.88585900,0.80625534,0.86624151,0.81019647
2.82274400,0.72759583,0.74039586,0.89805721,0.86303436,0.82017696,0.81504777,0.83700255,0.84174022,0.88191306,0.84506563,0.84573923,0.87188056,0.78735214,0.81615290,0.66685972,0.73761348,0.83010167,0.91098018,0.85125011,0.91371495,0.93531126,0.90637690,0.79307713,0.81588149,0.81020860,0.74547355,0.88594294,0.80638188,0.86628875,0.81037921
2.82312800,0.72791464,0.74061278,0.89814991,0.86317957,0.82028876,0.81524200,0.83717252,0.84188558,0.88201878,0.84510933,0.84582082,0.87209497,0.78754454,0.81621356,0.66706687,0.73770907,0.83013221,0.91104355,0.85139124,0.91374980,0.93532869,0.90645190,0.79327764,0.81599180,0.81031435,0.74556601,0.88601883,0.80650133,0.86633094,0.81055789
2.82351200,0.72820180,0.74083893,0.89823133,0.86332478,0.82038526,0.81541785,0.83733737,0.84202381,0.88212551,0.84515505,0.84589733,0.87230027,0.78772150,0.81626577,0.66727299,0.73780159,0.83016785,0.91110491,0.85152323,0.91377957,0.93534512,0.90652691,0.79346898,0.81610006,0.81041091,0.74567177,0.88608262,0.80661468,0.86637010,0.81073556
2.82389800,0.72845225,0.74107945,0.89830558,0.86346899,0.82047361,0.81557736,0.83749097,0.84215189,0.88222821,0.84521090,0.84596982,0.87249650,0.78788407,0.81631274,0.66747293,0.73789106,0.83021369,0.91116426,0.85164508,0.91380225,0.93535854,0.90659789,0.79365018,0.81620835,0.81050749,0.74578780,0.88613636,0.80672502,0.86640726,0.81091426
2.82428200,0.72866592,0.74133326,0.89837468,0.86360807,0.82056297,0.81572357,0.83762920,0.84226772,0.88232584,0.84527786,0.84603923,0.87267957,0.78803322,0.81635649,0.66765729,0.73797947,0.83026765,0.91122158,0.85175675,0.91381574,0.93536689,0.90666280,0.79381710,0.81631970,0.81061630,0.74591096,0.88618405,0.80683331,0.86644440,0.81109396
2.82466700,0.72885001,0.74159119,0.89844174,0.86374205,0.82066050,0.81586774,0.83775413,0.84237033,0.88241638,0.84536000,0.84611069,0.87285355,0.78817416,0.81639604,0.66781992,0.73807303,0.83032977,0.91127487,0.85185827,0.91381907,0.93536819,0.90671864,0.79397285,0.81643414,0.81074349,0.74604130,0.88623073,0.80694566,0.86648256,0.81127571
2.82505100,0.72900959,0.74183578,0.89850981,0.86386989,0.82076720,0.81601497,0.83787187,0.84246173,0.88249984,0.84545830,0.84618721,0.87301944,0.78830992,0.81643239,0.66795351,0.73817376,0.83039188,0.91132513,0.85195166,0.91381424,0.93536544,0.90676337,0.79412044,0.81654960,0.81089415,0.74617674,0.88628244,0.80706511,0.86652273,0.81145948
2.82543600,0.72915387,0.74204763,0.89858097,0.86399467,0.82088207,0.81617244,0.83799066,0.84254499,0.88257824,0.84556876,0.84627084,0.87317927,0.78844674,0.81646243,0.66805292,0.73828682,0.83044993,0.91136934,0.85203997,0.91380129,0.93535968,0.90679802,0.79426295,0.81666302,0.81106115,0.74631732,0.88634322,0.80718964,0.86656594,0.81164123
2.82582100,0.72928693,0.74221031,0.89865214,0.86411741,0.82100001,0.81633809,0.83811866,0.84262519,0.88265057,0.84568629,0.84635853,0.87333607,0.78858562,0.81648613,0.66811088,0.73840808,0.83049475,0.91140649,0.85212321,0.91378326,0.93535290,0.90682458,0.79440446,0.81677336,0.81123734,0.74645687,0.88641307,0.80731824,0.86661219,0.81181587
2.82620600,0.72941284,0.74231769,0.89872433,0.86423912,0.82111692,0.81650885,0.83825895,0.84270642,0.88271784,0.84580484,0.84644824,0.87348984,0.78872656,0.81650031,0.66812530,0.73853448,0.83052327,0.91143556,0.85220238,0.91376115,0.93534714,0.90684813,0.79454800,0.81687445,0.81140843,0.74658722,0.88648997,0.80744378,0.86666348,0.81198238
2.82659100,0.72953671,0.74237795,0.89879447,0.86435982,0.82122771,0.81667858,0.83841153,0.84279375,0.88278207,0.84591934,0.84653593,0.87364158,0.78887163,0.81650921,0.66809931,0.73865780,0.83053449,0.91145757,0.85227851,0.91373497,0.93534440,0.90687167,0.79469255,0.81696733,0.81156523,0.74670222,0.88656688,0.80756122,0.86671882,0.81213670
2.82697700,0.72966264,0.74240955,0.89885847,0.86447848,0.82133240,0.81684425,0.83857334,0.84288823,0.88284226,0.84602981,0.84661856,0.87379334,0.78901980,0.81651602,0.66804121,0.73877498,0.83053451,0.91147657,0.85235160,0.91370779,0.93534268,0.90690128,0.79484120,0.81705097,0.81170367,0.74679474,0.88664076,0.80766649,0.86677721,0.81227883
2.82736200,0.72979571,0.74244011,0.89891732,0.86459305,0.82143299,0.81700479,0.83873617,0.84298881,0.88289941,0.84613925,0.84669307,0.87394610,0.78916899,0.81652598,0.66796858,0.73887984,0.83052943,0.91149555,0.85242772,0.91368060,0.93534297,0.90693996,0.79499390,0.81712536,0.81182373,0.74686575,0.88670759,0.80775958,0.86683760,0.81241588
2.82774700,0.72993796,0.74249627,0.89897001,0.86470250,0.82153461,0.81716534,0.83889797,0.84309244,0.88295554,0.84625477,0.84676048,0.87410290,0.78932334,0.81654227,0.66790112,0.73897034,0.83052741,0.91152059,0.85250893,0.91365747,0.93534427,0.90698571,0.79514966,0.81719460,0.81192848,0.74691733,0.88676536,0.80784353,0.86689597,0.81255394
2.82813300,0.73008942,0.74259548,0.89901862,0.86480992,0.82164134,0.81732795,0.83905364,0.84319609,0.88301371,0.84638344,0.84682080,0.87426780,0.78948079,0.81656811,0.66785856,0.73904649,0.83053558,0.91155674,0.85260234,0.91364351,0.93534557,0.90703752,0.79531053,0.81725976,0.81202610,0.74696074,0.88681608,0.80792547,0.86695132,0.81270319
