Wavelength,1TB,2TB,3TB_1,3TB_2,4TB,5TB,6TB,7TB,8TB,9TB,11TB,12TB,13TB,14TB,15TB,16TB,17TB,18TB,19TB,20TB,21TB,22TB,23TB,24TB,25TB,26aTB,26bTB,27aTB,28TB,29TB
2.09446900,0.99977166,0.99985762,0.99996413,0.99991758,0.99992365,0.99995876,0.99991328,0.99996003,0.99996276,0.99998076,0.99996478,0.99991916,0.99998300,0.99990203,0.99948327,0.99987556,0.99996333,0.99998565,0.99995530,0.99994187,0.99998542,0.99998020,0.99995974,0.99998570,0.99997724,0.99982581,0.99997200,0.99992389,0.99998500,0.99994530
2.09468000,0.99977445,0.99985733,0.99996579,0.99992304,0.99991785,0.99995913,0.99990777,0.99996140,0.99995906,0.99997705,0.99996429,0.99991834,0.99998592,0.99990589,0.99948317,0.99987496,0.99996061,0.99998376,0.99995358,0.99994240,0.99998662,0.99998335,0.99995837,0.99998639,0.99997888,0.99982050,0.99997219,0.99992306,0.99998323,0.99993946
2.09489200,0.99977826,0.99985704,0.99996746,0.99992952,0.99991307,0.99995849,0.99990328,0.99996277,0.99995637,0.99997435,0.99996380,0.99991653,0.99998783,0.99990976,0.99948307,0.99987436,0.99995890,0.99998388,0.99995187,0.99994596,0.99998883,0.99998649,0.99995700,0.99998506,0.99998154,0.99981520,0.99997238,0.99992121,0.99998046,0.99993464
2.09510300,0.99978005,0.99985776,0.99996912,0.99993599,0.99991030,0.99995988,0.99989981,0.99996313,0.99995469,0.99997064,0.99996330,0.99991572,0.99998872,0.99991363,0.99948296,0.99987375,0.99995719,0.99998400,0.99995016,0.99995053,0.99999104,0.99998863,0.99995462,0.99998068,0.99998420,0.99981292,0.99997256,0.99992037,0.99997869,0.99993283
2.09531500,0.99978184,0.99985848,0.99997181,0.99994145,0.99990855,0.99996025,0.99989734,0.99996248,0.99995401,0.99996794,0.99996382,0.99991390,0.99998759,0.99991750,0.99948388,0.99987315,0.99995648,0.99998512,0.99994945,0.99995410,0.99999324,0.99999178,0.99995325,0.99997529,0.99998585,0.99981265,0.99997275,0.99992054,0.99997793,0.99993203
2.09552700,0.99978363,0.99985920,0.99997245,0.99994590,0.99990782,0.99996163,0.99989692,0.99996083,0.99995333,0.99996624,0.99996534,0.99991209,0.99998442,0.99992033,0.99948378,0.99987154,0.99995578,0.99998625,0.99994976,0.99995766,0.99999445,0.99999392,0.99995087,0.99996787,0.99998649,0.99981441,0.99997294,0.99992171,0.99997816,0.99993325
2.09573900,0.99978441,0.99985891,0.99997209,0.99994934,0.99990809,0.99996201,0.99989750,0.99995715,0.99995467,0.99996454,0.99996685,0.99990927,0.99998228,0.99992317,0.99948571,0.99987093,0.99995709,0.99998938,0.99995208,0.99995820,0.99999565,0.99999506,0.99994951,0.99996044,0.99998510,0.99981918,0.99997414,0.99992490,0.99997740,0.99993649
2.09595100,0.99978520,0.99985863,0.99996968,0.99995278,0.99990837,0.99996238,0.99990113,0.99995247,0.99995700,0.99996284,0.99996938,0.99990745,0.99997912,0.99992600,0.99948662,0.99986932,0.99995739,0.99999250,0.99995641,0.99995570,0.99999585,0.99999520,0.99994814,0.99995404,0.99998372,0.99982497,0.99997433,0.99992909,0.99997663,0.99993972
2.09616200,0.99978598,0.99985834,0.99996422,0.99995418,0.99990965,0.99996275,0.99990578,0.99994779,0.99995934,0.99996215,0.99997089,0.99990463,0.99997595,0.99993090,0.99948956,0.99986771,0.99995770,0.99999563,0.99996175,0.99995018,0.99999604,0.99999433,0.99994676,0.99994762,0.99998133,0.99982974,0.99997552,0.99993329,0.99997586,0.99994195
2.09637400,0.99978676,0.99985805,0.99995775,0.99995458,0.99991296,0.99996211,0.99991246,0.99994412,0.99996168,0.99996346,0.99997241,0.99990181,0.99997482,0.99993581,0.99949149,0.99986609,0.99995699,0.99999776,0.99996810,0.99994264,0.99999524,0.99999245,0.99994640,0.99994325,0.99997995,0.99983250,0.99997571,0.99993647,0.99997510,0.99994519
2.09658600,0.99978754,0.99985776,0.99995127,0.99995395,0.99991830,0.99996148,0.99992015,0.99994246,0.99996502,0.99996578,0.99997393,0.99989899,0.99997267,0.99994280,0.99949342,0.99986549,0.99995528,0.99999888,0.99997345,0.99993510,0.99999443,0.99998958,0.99994705,0.99993989,0.99998059,0.99983224,0.99997590,0.99993865,0.99997333,0.99994641
2.09679800,0.99978732,0.99985747,0.99994480,0.99995333,0.99992566,0.99995983,0.99992683,0.99994384,0.99996636,0.99997011,0.99997545,0.99989717,0.99997154,0.99995081,0.99949434,0.99986489,0.99995155,1.00000000,0.99997778,0.99992958,0.99999362,0.99998570,0.99994769,0.99993855,0.99998223,0.99982895,0.99997609,0.99993983,0.99997256,0.99994863
2.09701000,0.99978608,0.99985719,0.99994138,0.99995170,0.99993606,0.99995818,0.99993249,0.99994722,0.99996769,0.99997344,0.99997697,0.99989536,0.99997040,0.99995987,0.99949525,0.99986530,0.99994682,0.99999916,0.99997909,0.99992709,0.99999282,0.99998282,0.99994833,0.99993824,0.99998489,0.99982365,0.99997527,0.99993798,0.99997280,0.99994884
2.09722200,0.99978384,0.99985690,0.99994101,0.99995007,0.99994747,0.99995754,0.99993612,0.99995263,0.99996802,0.99997776,0.99997748,0.99989555,0.99996826,0.99996789,0.99949414,0.99986671,0.99994107,0.99999732,0.99997940,0.99992762,0.99999201,0.99997995,0.99994998,0.99993792,0.99998957,0.99981835,0.99997446,0.99993513,0.99997404,0.99994906
2.09743400,0.99978059,0.99985762,0.99994268,0.99994945,0.99995685,0.99995690,0.99993671,0.99995803,0.99996734,0.99998109,0.99997699,0.99989574,0.99996509,0.99997383,0.99949302,0.99986914,0.99993634,0.99999447,0.99997668,0.99993219,0.99999120,0.99997908,0.99995163,0.99993862,0.99999324,0.99981304,0.99997164,0.99993127,0.99997628,0.99994927
2.09764600,0.99977835,0.99985935,0.99994841,0.99994984,0.99996219,0.99995626,0.99993526,0.99996243,0.99996666,0.99998140,0.99997650,0.99989694,0.99996092,0.99997874,0.99949190,0.99987259,0.99993261,0.99999162,0.99997194,0.99993980,0.99999140,0.99997821,0.99995328,0.99993932,0.99999590,0.99980875,0.99996982,0.99992842,0.99997953,0.99994948
2.09785800,0.99977712,0.99986209,0.99995415,0.99995023,0.99996347,0.99995765,0.99992976,0.99996279,0.99996598,0.99998070,0.99997601,0.99990015,0.99995674,0.99998054,0.99949079,0.99987603,0.99992989,0.99998878,0.99996720,0.99994740,0.99999060,0.99997734,0.99995493,0.99994002,0.99999856,0.99980647,0.99996701,0.99992658,0.99998277,0.99994969
2.09807100,0.99977791,0.99986684,0.99995989,0.99995164,0.99996071,0.99995802,0.99992324,0.99996114,0.99996531,0.99997800,0.99997552,0.99990537,0.99995054,0.99997924,0.99949171,0.99987947,0.99992919,0.99998693,0.99996247,0.99995500,0.99998979,0.99997748,0.99995659,0.99994174,0.99999921,0.99980520,0.99996619,0.99992574,0.99998703,0.99994890
2.09828300,0.99978070,0.99987159,0.99996461,0.99995204,0.99995289,0.99995941,0.99991469,0.99995545,0.99996463,0.99997329,0.99997403,0.99990959,0.99994535,0.99997689,0.99949465,0.99988291,0.99992949,0.99998509,0.99995773,0.99996058,0.99998898,0.99997761,0.99995723,0.99994346,0.99999985,0.99980595,0.99996538,0.99992591,0.99998927,0.99994911
2.09849500,0.99978451,0.99987836,0.99996628,0.99995142,0.99994405,0.99995877,0.99990613,0.99994673,0.99996395,0.99996657,0.99997253,0.99991481,0.99994016,0.99997143,0.99949963,0.99988433,0.99993181,0.99998425,0.99995400,0.99996415,0.99998717,0.99997675,0.99995788,0.99994619,0.99999745,0.99980871,0.99996557,0.99992607,0.99999151,0.99994831
2.09870700,0.99978933,0.99988513,0.99996489,0.99994978,0.99993623,0.99995712,0.99989860,0.99993802,0.99996428,0.99996085,0.99997103,0.99991902,0.99993599,0.99996494,0.99950460,0.99988474,0.99993413,0.99998341,0.99995128,0.99996468,0.99998536,0.99997588,0.99995751,0.99995095,0.99999506,0.99981147,0.99996676,0.99992725,0.99999275,0.99994651
2.09892000,0.99979515,0.99989190,0.99996147,0.99994815,0.99992942,0.99995345,0.99989106,0.99992830,0.99996360,0.99995614,0.99996853,0.99992123,0.99993283,0.99995741,0.99951162,0.99988414,0.99993544,0.99998257,0.99994957,0.99996522,0.99998255,0.99997401,0.99995514,0.99995571,0.99998964,0.99981524,0.99996795,0.99992742,0.99999199,0.99994370
2.09913200,0.99980097,0.99989666,0.99995602,0.99994449,0.99992565,0.99994877,0.99988556,0.99992059,0.99996393,0.99995143,0.99996603,0.99992243,0.99993170,0.99995092,0.99951862,0.99988151,0.99993676,0.99998273,0.99994786,0.99996475,0.99997973,0.99997213,0.99995176,0.99996149,0.99998321,0.99981800,0.99996915,0.99992758,0.99999022,0.99993887
2.09934400,0.99980579,0.99989939,0.99995158,0.99994286,0.99992491,0.99994510,0.99988107,0.99991591,0.99996325,0.99994873,0.99996353,0.99992162,0.99993361,0.99994650,0.99952563,0.99987889,0.99993706,0.99998290,0.99994816,0.99996427,0.99997591,0.99997026,0.99994737,0.99996523,0.99997576,0.99982177,0.99996934,0.99992574,0.99998845,0.99993404
2.09955700,0.99981061,0.99990012,0.99994816,0.99994021,0.99992620,0.99994143,0.99987759,0.99991426,0.99996258,0.99994803,0.99996103,0.99991980,0.99993755,0.99994416,0.99953162,0.99987526,0.99993737,0.99998306,0.99994948,0.99996481,0.99997310,0.99996940,0.99994299,0.99996797,0.99996731,0.99982554,0.99996852,0.99992289,0.99998668,0.99992922
2.09977000,0.99981341,0.99989782,0.99994576,0.99994061,0.99992850,0.99993978,0.99987514,0.99991664,0.99996190,0.99994935,0.99995954,0.99991698,0.99994251,0.99994389,0.99953457,0.99987162,0.99993767,0.99998322,0.99995079,0.99996636,0.99997028,0.99996853,0.99993860,0.99996664,0.99995987,0.99982931,0.99996871,0.99992004,0.99998491,0.99992540
2.09998200,0.99981621,0.99989350,0.99994641,0.99994100,0.99993080,0.99994016,0.99987369,0.99992003,0.99996122,0.99995066,0.99995905,0.99991416,0.99994847,0.99994465,0.99953650,0.99986799,0.99993797,0.99998338,0.99995311,0.99996790,0.99996947,0.99996866,0.99993622,0.99996328,0.99995344,0.99983308,0.99996890,0.99991719,0.99998415,0.99992259
2.10019500,0.99981800,0.99988918,0.99994808,0.99994342,0.99993209,0.99994356,0.99987225,0.99992442,0.99996055,0.99995399,0.99995957,0.99991235,0.99995444,0.99994646,0.99953539,0.99986435,0.99993828,0.99998455,0.99995543,0.99996945,0.99996967,0.99996980,0.99993687,0.99995687,0.99995004,0.99983786,0.99996909,0.99991534,0.99998338,0.99992179
2.10040800,0.99981778,0.99988587,0.99994975,0.99994483,0.99993338,0.99994697,0.99987182,0.99992781,0.99996088,0.99995732,0.99996109,0.99991154,0.99995737,0.99994827,0.99953225,0.99986173,0.99993959,0.99998471,0.99995674,0.99996999,0.99997088,0.99997194,0.99993852,0.99994945,0.99994866,0.99984163,0.99996928,0.99991551,0.99998362,0.99992301
2.10062000,0.99981756,0.99988357,0.99995039,0.99994725,0.99993466,0.99995038,0.99987038,0.99993019,0.99996020,0.99996064,0.99996361,0.99991073,0.99995827,0.99994903,0.99952707,0.99985911,0.99994090,0.99998588,0.99995705,0.99996952,0.99997208,0.99997409,0.99994219,0.99994101,0.99994930,0.99984641,0.99997048,0.99991669,0.99998486,0.99992524
2.10083300,0.99981633,0.99988429,0.99994901,0.99994968,0.99993494,0.99995278,0.99986995,0.99993056,0.99995952,0.99996296,0.99996614,0.99991092,0.99995815,0.99994773,0.99952190,0.99985648,0.99994222,0.99998705,0.99995634,0.99996803,0.99997529,0.99997623,0.99994585,0.99993461,0.99995196,0.99984917,0.99997167,0.99991887,0.99998510,0.99992847
2.10104600,0.99981510,0.99988804,0.99994661,0.99995210,0.99993623,0.99995416,0.99986953,0.99992890,0.99995885,0.99996528,0.99996866,0.99991011,0.99995500,0.99994746,0.99951673,0.99985487,0.99994454,0.99998821,0.99995463,0.99996554,0.99997750,0.99997837,0.99994952,0.99992821,0.99995564,0.99985093,0.99997286,0.99992205,0.99998534,0.99993171
2.10125900,0.99981488,0.99989381,0.99994319,0.99995452,0.99993752,0.99995353,0.99986910,0.99992725,0.99995716,0.99996660,0.99997018,0.99991031,0.99995083,0.99994823,0.99951156,0.99985326,0.99994686,0.99998938,0.99995090,0.99996204,0.99997870,0.99997851,0.99995117,0.99992383,0.99995830,0.99985067,0.99997305,0.99992524,0.99998557,0.99993495
2.10147200,0.99981566,0.99990159,0.99993977,0.99995695,0.99993881,0.99995188,0.99986766,0.99992560,0.99995548,0.99996892,0.99997171,0.99990950,0.99994665,0.99995107,0.99950842,0.99985266,0.99994918,0.99998954,0.99994819,0.99995854,0.99997991,0.99997865,0.99995182,0.99992149,0.99996197,0.99984839,0.99997324,0.99992843,0.99998481,0.99993617
2.10168500,0.99981746,0.99990836,0.99993839,0.99995937,0.99993908,0.99994922,0.99986723,0.99992394,0.99995481,0.99997225,0.99997222,0.99990869,0.99994248,0.99995703,0.99950629,0.99985307,0.99995251,0.99998971,0.99994547,0.99995605,0.99998011,0.99997778,0.99994945,0.99991914,0.99996362,0.99984410,0.99997243,0.99993162,0.99998404,0.99993638
2.10189800,0.99982026,0.99991312,0.99994006,0.99996078,0.99994037,0.99994656,0.99986579,0.99992431,0.99995312,0.99997457,0.99997173,0.99990788,0.99993831,0.99996506,0.99950518,0.99985348,0.99995584,0.99998887,0.99994476,0.99995457,0.99997830,0.99997691,0.99994607,0.99991985,0.99996528,0.99983880,0.99997162,0.99993380,0.99998328,0.99993458
2.10211000,0.99982407,0.99991484,0.99994274,0.99996219,0.99993963,0.99994188,0.99986536,0.99992568,0.99995245,0.99997789,0.99997124,0.99990707,0.99993413,0.99997515,0.99950609,0.99985490,0.99995715,0.99998803,0.99994607,0.99995511,0.99997749,0.99997504,0.99994168,0.99992258,0.99996490,0.99983149,0.99996980,0.99993497,0.99998251,0.99992975
2.10232300,0.99982788,0.99991355,0.99994848,0.99996056,0.99993890,0.99993619,0.99986392,0.99992705,0.99995177,0.99998021,0.99996975,0.99990626,0.99992996,0.99998318,0.99951006,0.99985632,0.99995745,0.99998719,0.99994739,0.99995666,0.99997668,0.99997317,0.99993629,0.99992734,0.99996454,0.99982417,0.99996799,0.99993514,0.99998075,0.99992392
2.10253700,0.99982968,0.99990924,0.99995525,0.99995791,0.99993614,0.99992949,0.99986349,0.99992842,0.99995110,0.99998053,0.99996625,0.99990545,0.99992579,0.99998914,0.99951504,0.99985673,0.99995574,0.99998534,0.99995072,0.99995821,0.99997688,0.99997330,0.99993090,0.99993414,0.99996417,0.99981787,0.99996617,0.99993430,0.99997798,0.99991708
2.10275000,0.99982946,0.99990291,0.99995997,0.99995324,0.99993237,0.99992279,0.99986408,0.99992778,0.99994941,0.99997983,0.99996274,0.99990565,0.99992162,0.99999095,0.99952307,0.99985613,0.99995303,0.99998250,0.99995505,0.99996076,0.99997809,0.99997344,0.99992651,0.99994195,0.99996279,0.99981257,0.99996536,0.99993246,0.99997621,0.99990923
2.10296300,0.99982823,0.99989456,0.99996266,0.99994857,0.99992556,0.99991608,0.99986467,0.99992612,0.99994773,0.99997713,0.99995924,0.99990584,0.99991847,0.99998757,0.99953312,0.99985351,0.99995031,0.99998066,0.99995838,0.99996231,0.99997929,0.99997357,0.99992414,0.99995078,0.99996141,0.99980928,0.99996355,0.99993062,0.99997344,0.99990238
2.10317600,0.99982498,0.99988722,0.99996331,0.99994389,0.99991773,0.99990938,0.99986526,0.99992346,0.99994605,0.99997242,0.99995574,0.99990604,0.99991531,0.99997901,0.99954318,0.99984988,0.99994860,0.99997881,0.99996171,0.99996285,0.99998150,0.99997471,0.99992278,0.99995859,0.99996003,0.99980902,0.99996273,0.99992777,0.99997167,0.99989756
2.10339000,0.99982073,0.99987887,0.99995989,0.99994125,0.99990789,0.99990571,0.99986483,0.99992080,0.99994437,0.99996771,0.99995424,0.99990724,0.99991418,0.99996735,0.99955223,0.99984524,0.99994991,0.99997797,0.99996403,0.99996339,0.99998471,0.99997585,0.99992343,0.99996437,0.99996068,0.99981179,0.99996393,0.99992492,0.99996990,0.99989576
2.10360300,0.99981749,0.99987254,0.99995342,0.99993962,0.99989804,0.99990305,0.99986441,0.99991814,0.99994269,0.99996300,0.99995275,0.99990844,0.99991305,0.99995257,0.99956025,0.99984160,0.99995324,0.99997713,0.99996535,0.99996393,0.99998591,0.99997599,0.99992508,0.99996711,0.99996132,0.99981758,0.99996512,0.99992307,0.99996914,0.99989798
2.10381600,0.99981424,0.99986722,0.99994593,0.99994001,0.99988820,0.99990343,0.99986297,0.99991649,0.99994302,0.99995729,0.99995327,0.99990864,0.99991294,0.99993779,0.99956523,0.99983999,0.99995858,0.99997629,0.99996565,0.99996446,0.99998712,0.99997613,0.99992673,0.99996883,0.99996398,0.99982639,0.99996732,0.99992223,0.99997038,0.99990324
2.10403000,0.99981201,0.99986391,0.99993743,0.99994142,0.99988139,0.99990583,0.99986051,0.99991685,0.99994335,0.99995258,0.99995379,0.99990783,0.99991486,0.99992509,0.99956819,0.99984141,0.99996393,0.99997646,0.99996596,0.99996601,0.99998732,0.99997526,0.99992839,0.99996649,0.99996665,0.99983621,0.99997052,0.99992240,0.99997162,0.99990950
2.10424300,0.99981179,0.99986060,0.99992892,0.99994283,0.99987661,0.99990924,0.99985907,0.99992024,0.99994468,0.99994786,0.99995531,0.99990601,0.99991779,0.99991549,0.99956809,0.99984587,0.99997028,0.99997662,0.99996525,0.99996857,0.99998752,0.99997439,0.99992904,0.99996414,0.99996931,0.99984503,0.99997271,0.99992458,0.99997487,0.99991475
2.10445700,0.99981358,0.99985932,0.99992245,0.99994424,0.99987688,0.99991265,0.99985662,0.99992363,0.99994703,0.99994316,0.99995583,0.99990219,0.99992173,0.99990901,0.99956800,0.99985234,0.99997361,0.99997578,0.99996455,0.99997012,0.99998671,0.99997352,0.99992969,0.99996079,0.99997097,0.99985183,0.99997391,0.99992878,0.99997812,0.99992000
2.10467000,0.99981538,0.99985903,0.99991802,0.99994363,0.99988121,0.99991403,0.99985517,0.99992904,0.99994735,0.99993945,0.99995534,0.99989736,0.99992771,0.99990771,0.99956689,0.99986084,0.99997493,0.99997595,0.99996385,0.99997066,0.99998591,0.99997266,0.99993033,0.99995743,0.99997262,0.99985560,0.99997309,0.99993297,0.99998036,0.99992324
2.10488400,0.99981818,0.99985976,0.99991562,0.99994301,0.99988756,0.99991542,0.99985475,0.99993445,0.99994768,0.99993574,0.99995385,0.99989253,0.99993368,0.99991056,0.99956680,0.99986934,0.99997422,0.99997511,0.99996315,0.99997019,0.99998611,0.99997079,0.99993098,0.99995509,0.99997327,0.99985635,0.99997128,0.99993717,0.99998361,0.99992345
2.10509700,0.99982199,0.99986149,0.99991424,0.99994036,0.99989593,0.99991478,0.99985534,0.99993885,0.99994701,0.99993304,0.99995235,0.99988870,0.99993965,0.99991548,0.99956772,0.99987480,0.99997151,0.99997427,0.99996244,0.99996770,0.99998530,0.99996891,0.99993264,0.99995478,0.99997290,0.99985407,0.99996846,0.99994036,0.99998485,0.99992366
2.10531100,0.99982480,0.99986524,0.99991591,0.99993772,0.99990431,0.99991314,0.99985694,0.99994224,0.99994533,0.99993135,0.99995187,0.99988689,0.99994462,0.99992248,0.99956965,0.99987724,0.99996778,0.99997343,0.99996073,0.99996319,0.99998550,0.99996604,0.99993429,0.99995447,0.99997152,0.99985079,0.99996565,0.99994254,0.99998710,0.99992186
2.10552500,0.99982761,0.99987000,0.99991758,0.99993406,0.99991167,0.99991250,0.99985957,0.99994462,0.99994365,0.99993166,0.99995138,0.99988608,0.99994958,0.99992948,0.99957159,0.99987664,0.99996406,0.99997259,0.99995802,0.99995768,0.99998570,0.99996417,0.99993796,0.99995619,0.99997015,0.99984651,0.99996283,0.99994271,0.99998733,0.99992006
2.10573800,0.99983041,0.99987677,0.99991925,0.99993141,0.99991802,0.99991086,0.99986219,0.99994498,0.99994197,0.99993298,0.99995290,0.99988728,0.99995149,0.99993440,0.99957353,0.99987200,0.99996033,0.99997275,0.99995328,0.99995317,0.99998590,0.99996129,0.99994163,0.99995892,0.99996877,0.99984322,0.99996101,0.99994187,0.99998858,0.99991926
2.10595300,0.99983322,0.99988355,0.99992194,0.99992776,0.99992336,0.99991023,0.99986684,0.99994434,0.99994230,0.99993631,0.99995543,0.99988949,0.99995240,0.99993933,0.99957547,0.99986533,0.99995661,0.99997192,0.99994855,0.99994866,0.99998710,0.99995842,0.99994530,0.99996166,0.99996739,0.99984095,0.99996121,0.99993902,0.99998882,0.99991746
2.10616600,0.99983501,0.99988932,0.99992260,0.99992511,0.99992566,0.99991060,0.99987251,0.99994269,0.99994363,0.99993963,0.99995896,0.99989270,0.99995229,0.99994217,0.99957842,0.99985766,0.99995490,0.99997208,0.99994281,0.99994617,0.99998831,0.99995655,0.99994796,0.99996440,0.99996602,0.99984069,0.99996140,0.99993617,0.99998805,0.99991667
2.10638000,0.99983681,0.99989408,0.99992325,0.99992145,0.99992695,0.99991300,0.99987716,0.99994205,0.99994598,0.99994296,0.99996350,0.99989591,0.99995217,0.99994503,0.99958138,0.99985099,0.99995218,0.99997325,0.99993707,0.99994570,0.99998951,0.99995669,0.99994962,0.99996713,0.99996464,0.99984044,0.99996259,0.99993231,0.99998829,0.99991587
2.10659400,0.99983861,0.99989884,0.99992289,0.99991881,0.99992520,0.99991540,0.99988080,0.99994039,0.99995033,0.99994629,0.99996704,0.99989812,0.99995105,0.99994788,0.99958636,0.99984635,0.99995047,0.99997441,0.99993233,0.99994624,0.99999072,0.99995682,0.99995127,0.99996683,0.99996427,0.99984018,0.99996479,0.99992946,0.99998652,0.99991508
2.10680800,0.99983940,0.99990158,0.99992151,0.99991515,0.99992346,0.99991881,0.99988240,0.99993975,0.99995569,0.99994861,0.99997057,0.99989932,0.99994993,0.99995073,0.99959236,0.99984272,0.99994876,0.99997658,0.99993062,0.99994880,0.99999092,0.99995796,0.99994991,0.99996652,0.99996391,0.99983993,0.99996598,0.99992561,0.99998476,0.99991529
2.10702200,0.99984019,0.99990432,0.99992013,0.99991251,0.99991969,0.99992222,0.99988198,0.99994012,0.99996104,0.99994892,0.99997209,0.99989952,0.99994880,0.99995255,0.99959836,0.99984111,0.99994705,0.99997875,0.99992992,0.99995035,0.99999112,0.99996011,0.99994855,0.99996316,0.99996557,0.99983967,0.99996717,0.99992175,0.99998299,0.99991551
2.10723600,0.99983997,0.99990505,0.99991773,0.99990986,0.99991693,0.99992462,0.99987953,0.99993847,0.99996640,0.99994823,0.99997261,0.99989871,0.99994666,0.99995436,0.99960334,0.99984152,0.99994635,0.99998092,0.99993224,0.99995190,0.99999132,0.99996325,0.99994618,0.99995777,0.99996621,0.99983841,0.99996737,0.99991890,0.99998122,0.99991572
2.10745000,0.99983976,0.99990679,0.99991635,0.99990823,0.99991417,0.99992702,0.99987403,0.99993580,0.99996975,0.99994653,0.99997313,0.99989689,0.99994554,0.99995411,0.99960731,0.99984295,0.99994565,0.99998309,0.99993457,0.99995244,0.99999051,0.99996740,0.99994381,0.99995137,0.99996787,0.99983714,0.99996756,0.99991706,0.99997845,0.99991694
2.10766500,0.99983954,0.99990853,0.99991599,0.99990762,0.99991445,0.99992841,0.99986853,0.99993214,0.99997209,0.99994484,0.99997164,0.99989508,0.99994239,0.99995386,0.99961129,0.99984437,0.99994495,0.99998426,0.99993790,0.99995198,0.99998971,0.99997055,0.99994144,0.99994497,0.99996851,0.99983689,0.99996675,0.99991421,0.99997669,0.99991816
2.10787900,0.99983932,0.99991026,0.99991766,0.99990802,0.99991877,0.99992878,0.99986404,0.99992645,0.99997242,0.99994214,0.99997015,0.99989226,0.99994025,0.99995360,0.99961323,0.99984478,0.99994425,0.99998442,0.99993921,0.99995050,0.99998991,0.99997370,0.99993907,0.99993959,0.99996815,0.99983764,0.99996594,0.99991337,0.99997592,0.99991838
2.10809300,0.99984012,0.99991200,0.99992035,0.99990841,0.99992512,0.99992815,0.99986057,0.99991976,0.99997275,0.99993944,0.99996866,0.99988844,0.99993710,0.99995334,0.99961415,0.99984621,0.99994456,0.99998358,0.99994053,0.99994902,0.99999111,0.99997685,0.99993771,0.99993522,0.99996576,0.99983739,0.99996613,0.99991253,0.99997516,0.99991658
2.10830700,0.99984292,0.99991373,0.99992508,0.99990983,0.99993552,0.99992650,0.99986015,0.99991407,0.99997107,0.99993774,0.99996817,0.99988562,0.99993496,0.99995308,0.99961406,0.99984662,0.99994386,0.99998174,0.99994083,0.99994754,0.99999232,0.99997899,0.99993635,0.99993389,0.99996237,0.99983814,0.99996531,0.99991371,0.99997540,0.99991477
2.10852100,0.99984573,0.99991547,0.99993082,0.99991225,0.99994592,0.99992587,0.99986074,0.99990939,0.99997040,0.99993705,0.99996769,0.99988280,0.99993383,0.99995490,0.99961295,0.99984804,0.99994315,0.99997890,0.99994013,0.99994808,0.99999352,0.99998013,0.99993700,0.99993460,0.99995695,0.99983788,0.99996551,0.99991489,0.99997664,0.99991297
2.10873600,0.99984955,0.99991620,0.99993657,0.99991468,0.99995632,0.99992524,0.99986235,0.99990674,0.99996872,0.99993837,0.99996821,0.99988099,0.99993373,0.99995672,0.99960982,0.99985048,0.99994346,0.99997605,0.99993943,0.99994964,0.99999473,0.99998027,0.99993866,0.99993734,0.99995254,0.99983763,0.99996570,0.99991808,0.99997788,0.99991117
2.10895000,0.99985437,0.99991592,0.99994130,0.99991609,0.99996267,0.99992561,0.99986396,0.99990710,0.99996704,0.99993869,0.99996973,0.99988118,0.99993362,0.99995854,0.99960567,0.99985291,0.99994377,0.99997421,0.99993974,0.99995219,0.99999493,0.99997840,0.99994031,0.99994211,0.99994814,0.99983838,0.99996589,0.99992227,0.99997812,0.99991038
2.10916400,0.99985818,0.99991463,0.99994500,0.99991851,0.99996599,0.99992498,0.99986455,0.99990948,0.99996536,0.99994000,0.99997125,0.99988238,0.99993554,0.99995932,0.99959948,0.99985636,0.99994508,0.99997337,0.99993903,0.99995576,0.99999412,0.99997552,0.99994197,0.99994688,0.99994575,0.99983913,0.99996708,0.99992747,0.99997937,0.99991059
2.10937900,0.99985998,0.99991234,0.99994770,0.99991993,0.99996424,0.99992536,0.99986311,0.99991187,0.99996268,0.99994233,0.99997278,0.99988560,0.99993644,0.99996011,0.99959229,0.99986081,0.99994640,0.99997454,0.99994035,0.99995933,0.99999131,0.99997265,0.99994363,0.99995165,0.99994438,0.99984089,0.99996728,0.99993267,0.99997860,0.99991181
2.10959300,0.99986178,0.99990802,0.99994835,0.99992134,0.99995845,0.99992472,0.99985964,0.99991425,0.99995999,0.99994365,0.99997430,0.99988981,0.99993836,0.99995881,0.99958611,0.99986426,0.99994771,0.99997771,0.99994066,0.99996189,0.99998849,0.99996777,0.99994327,0.99995540,0.99994603,0.99984265,0.99996847,0.99993787,0.99997884,0.99991203
2.10980800,0.99986056,0.99990271,0.99994901,0.99992275,0.99994962,0.99992409,0.99985516,0.99991563,0.99995731,0.99994497,0.99997483,0.99989403,0.99994130,0.99995752,0.99958196,0.99986669,0.99994903,0.99998089,0.99994197,0.99996345,0.99998367,0.99996389,0.99994292,0.99995611,0.99994971,0.99984442,0.99996866,0.99994207,0.99997808,0.99991123
2.11002300,0.99985934,0.99989638,0.99994865,0.99992315,0.99993876,0.99992245,0.99984966,0.99991499,0.99995462,0.99994628,0.99997535,0.99989724,0.99994221,0.99995728,0.99957882,0.99986610,0.99995035,0.99998406,0.99994329,0.99996298,0.99997985,0.99996001,0.99994055,0.99995580,0.99995440,0.99984517,0.99996785,0.99994425,0.99997732,0.99991044
